text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len
"setting, and self-direction.",11.508949279785156,Calibri,0,0,0,45.412269592285156,400.418701171875,1,28
Elective Course Offerings,22.005615234375,Sniglet-Regular,0,1,0,182.1136932373047,42.51622009277344,2,25
Science,12.004799842834473,Calibri-Bold,1,1,0,69.64579772949219,89.856201171875,2,7
Math,12.004799842834473,Calibri-Bold,1,1,0,183.76719665527344,89.856201171875,2,4
Computer Science/,12.004799842834473,Calibri-Bold,1,1,0,270.3367919921875,89.856201171875,2,17
Technology,12.004799842834473,Calibri-Bold,1,1,0,289.7185363769531,104.11187744140625,2,10
Art,12.004799842834473,Calibri-Bold,1,1,0,425.30078125,89.856201171875,2,3
Applied,12.004799842834473,Calibri-Bold,1,1,0,509.6855163574219,89.856201171875,2,7
Technology/,12.004799842834473,Calibri-Bold,1,1,0,498.33123779296875,104.11187744140625,2,11
Family Consumer,12.004799842834473,Calibri-Bold,1,1,0,486.09228515625,118.3675537109375,2,15
Science and Other,12.004799842834473,Calibri-Bold,1,0,0,483.7213439941406,132.62322998046875,2,17
•,11.004650115966797,ArialMT,0,0,0,36.323455810546875,152.16357421875,2,1
AP Biology,11.004650115966797,Calibri,0,0,0,57.179542541503906,153.87229919433594,2,10
•,11.004650115966797,ArialMT,0,0,0,36.323455810546875,165.6689453125,2,1
AP Chemistry,11.004650115966797,Calibri,0,0,0,57.179542541503906,167.37767028808594,2,12
•,11.004650115966797,ArialMT,0,0,0,36.323455810546875,179.17431640625,2,1
AP Physics C,11.004650115966797,Calibri,0,0,0,57.179542541503906,180.88304138183594,2,12
•,11.004650115966797,ArialMT,0,0,0,36.323455810546875,192.6796875,2,1
Forensics,11.004650115966797,Calibri,0,1,0,57.179542541503906,194.38841247558594,2,9
•,11.004650115966797,ArialMT,0,0,0,36.323455810546875,206.18505859375,2,1
Honors Anatomy,11.004650115966797,Calibri,0,1,0,57.179542541503906,207.89378356933594,2,14
and Physiology,11.004650115966797,Calibri,0,0,0,57.179542541503906,221.39915466308594,2,14
•,11.004650115966797,ArialMT,0,0,0,36.323509216308594,233.1959228515625,2,1
AP Environmental,11.004650115966797,Calibri,0,0,0,57.179595947265625,234.90464782714844,2,16
Science,11.004650115966797,Calibri,0,1,0,57.179595947265625,248.41001892089844,2,7
•,11.004650115966797,ArialMT,0,0,0,36.323509216308594,260.2066650390625,2,1
Marine Biology,11.004650115966797,Calibri,0,1,0,57.179595947265625,261.9154052734375,2,14
•,11.004650115966797,ArialMT,0,0,0,36.323509216308594,273.7120666503906,2,1
Organic Chemistry,11.004650115966797,Calibri,0,1,0,57.179595947265625,275.4208068847656,2,17
•,11.004650115966797,ArialMT,0,0,0,36.323509216308594,287.21746826171875,2,1
Genetics,11.004650115966797,Calibri,0,1,0,57.179595947265625,288.92620849609375,2,8
•,11.004650115966797,ArialMT,0,0,0,36.323509216308594,300.7228698730469,2,1
Astronomy,11.004650115966797,Calibri,0,1,0,57.179595947265625,302.4316101074219,2,9
•,11.004650115966797,ArialMT,0,0,0,36.323509216308594,314.228271484375,2,1
Bioethics,11.004650115966797,Calibri,0,1,0,57.179595947265625,315.93701171875,2,9
•,11.004650115966797,ArialMT,0,0,0,36.323509216308594,327.7336730957031,2,1
MythBusting: The,11.004650115966797,Calibri,0,0,0,57.179595947265625,329.4424133300781,2,16
Science of,11.004650115966797,Calibri,0,0,0,57.179595947265625,342.94781494140625,2,10
Literature and,11.004650115966797,Calibri,0,0,0,57.179595947265625,356.4532165527344,2,14
Films,11.004650115966797,Calibri,0,1,0,57.17959976196289,369.958740234375,2,5
•,10.00374984741211,ArialMT,0,0,0,156.3249969482422,152.11154174804688,2,1
+,6.669166564941406,Arial-BoldMT,1,0,0,177.8314971923828,151.37530517578125,2,1
AP Calculus,10.00374984741211,ArialMT,0,0,0,181.7200927734375,152.10800170898438,2,11
•,10.00374984741211,ArialMT,0,0,0,156.32318115234375,164.11282348632812,2,1
+,6.669166564941406,Arial-BoldMT,1,0,0,177.8314971923828,163.3797607421875,2,1
AP Statistics,10.00374984741211,ArialMT,0,0,0,181.7200927734375,164.11257934570312,2,13
•,10.00374984741211,ArialMT,0,0,0,156.32318115234375,176.11740112304688,2,1
+,6.669166564941406,Arial-BoldMT,1,0,0,177.8314971923828,175.3843994140625,2,1
Calculus,10.00374984741211,ArialMT,0,1,0,181.7200927734375,176.11709594726562,2,8
•,10.00374984741211,ArialMT,0,0,0,156.32318115234375,188.12191772460938,2,1
"Probability,",10.00374984741211,ArialMT,0,1,0,177.83128356933594,188.12191772460938,2,12
"Statistics,",10.00374984741211,ArialMT,0,1,0,177.83053588867188,200.12673950195312,2,11
and Discrete,10.00374984741211,ArialMT,0,0,0,177.83053588867188,212.13156127929688,2,12
Math,10.00374984741211,ArialMT,0,1,0,177.83053588867188,224.13638305664062,2,4
•,10.00374984741211,ArialMT,0,0,0,156.3224334716797,236.14120483398438,2,1
+,6.669166564941406,Arial-BoldMT,1,0,0,177.8314971923828,235.406982421875,2,1
Precalculus,10.00374984741211,ArialMT,0,1,0,181.7200927734375,236.13967895507812,2,11
•,10.00374984741211,ArialMT,0,0,0,156.32318115234375,248.14450073242188,2,1
Algebra 3 &,10.00374984741211,ArialMT,0,1,0,177.83128356933594,248.14450073242188,2,11
Trigonometry,10.00374984741211,ArialMT,0,1,0,177.83053588867188,260.1493225097656,2,12
•,10.00374984741211,ArialMT,0,0,0,156.32244873046875,272.15411376953125,2,1
Applied Math,10.00374984741211,ArialMT,0,1,0,177.83055114746094,272.15411376953125,2,12
•,10.00374984741211,ArialMT,0,0,0,156.32244873046875,284.1589050292969,2,1
Honors,10.00374984741211,ArialMT,0,1,0,177.83055114746094,284.1589050292969,2,6
Accounting 1,10.00374984741211,ArialMT,0,1,0,177.82980346679688,296.1636962890625,2,12
•,10.00374984741211,ArialMT,0,0,0,156.3217010498047,308.1684875488281,2,1
Investments,10.00374984741211,ArialMT,0,1,0,177.82980346679688,308.1684875488281,2,11
•,10.00374984741211,ArialMT,0,0,0,156.3217010498047,320.17327880859375,2,1
AP,10.00374984741211,ArialMT,0,0,1,177.82980346679688,320.17327880859375,2,2
Economics,10.00374984741211,ArialMT,0,1,0,177.8290557861328,332.1780700683594,2,9
•,10.00374984741211,ArialMT,0,0,0,156.32095336914062,344.182861328125,2,1
Business,10.00374984741211,ArialMT,0,1,0,177.8290557861328,344.182861328125,2,8
Org.,10.00374984741211,ArialMT,0,1,0,177.82830810546875,356.1876525878906,2,4
Management,10.00374984741211,ArialMT,0,1,0,177.82830810546875,368.19244384765625,2,10
•,11.004650115966797,ArialMT,0,0,0,254.27337646484375,152.16259765625,2,1
Computer,11.004650115966797,Calibri,0,1,0,275.12945556640625,153.87132263183594,2,8
Programming in C++,11.004650115966797,Calibri,0,0,0,275.12945556640625,167.37669372558594,2,18
•,11.004650115966797,ArialMT,0,0,0,254.27256774902344,179.17333984375,2,1
Robotics,11.004650115966797,Calibri,0,1,0,275.128662109375,180.88206481933594,2,8
•,11.004650115966797,ArialMT,0,0,0,254.27256774902344,192.6787109375,2,1
Computer Science and,11.004650115966797,Calibri,0,0,0,275.128662109375,194.38743591308594,2,20
Programming Concepts,11.004650115966797,Calibri,0,1,0,275.128662109375,207.89280700683594,2,20
with Python,11.004650115966797,Calibri,0,0,0,275.1286926269531,221.3982391357422,2,11
•,11.004650115966797,ArialMT,0,0,0,254.2718505859375,233.19488525390625,2,1
AP Computer Science,11.004650115966797,Calibri,0,0,0,275.1279296875,234.9036102294922,2,19
Principles,11.004650115966797,Calibri,0,1,0,275.1279296875,248.4089813232422,2,10
•,11.004650115966797,ArialMT,0,0,0,254.27108764648438,260.20562744140625,2,1
AP Computer Science A,11.004650115966797,Calibri,0,0,0,275.1271667480469,261.91436767578125,2,21
•,11.004650115966797,ArialMT,0,0,0,254.2710723876953,273.7110290527344,2,1
Honors Data Structures,11.004650115966797,Calibri,0,1,0,275.1271667480469,275.4197692871094,2,22
and Advanced,11.004650115966797,Calibri,0,0,0,275.1271667480469,288.9251708984375,2,12
Programming,11.004650115966797,Calibri,0,1,0,275.127197265625,302.43072509765625,2,11
•,11.004650115966797,ArialMT,0,0,0,254.27035522460938,314.2273864746094,2,1
Networks (CCNA cert),10.00374984741211,ArialMT,0,0,0,275.1264343261719,315.13348388671875,2,20
•,11.004650115966797,ArialMT,0,0,0,254.2703399658203,327.7327880859375,2,1
"Switching, Routing, &",10.00374984741211,ArialMT,0,1,0,275.1264343261719,328.6388854980469,2,21
Wireless Essentials,10.00374984741211,ArialMT,0,1,0,275.1264343261719,341.18389892578125,2,19
(CCNA cert),10.00374984741211,ArialMT,0,0,0,275.1264343261719,353.1886901855469,2,11
•,11.004650115966797,ArialMT,0,0,0,254.26956176757812,365.2477722167969,2,1
Cybersecurity (CCNA,10.00374984741211,ArialMT,0,0,0,275.1256408691406,366.15386962890625,2,19
cert),10.00374984741211,ArialMT,0,0,0,275.1256408691406,378.6988830566406,2,5
•,10.00374984741211,ArialMT,0,0,0,392.896484375,152.11050415039062,2,1
Graphic,10.00374984741211,ArialMT,0,1,0,409.90277099609375,152.11050415039062,2,7
Design,10.00374984741211,ArialMT,0,1,0,409.9020080566406,164.11532592773438,2,6
•,10.00374984741211,ArialMT,0,0,0,392.8957214355469,176.12014770507812,2,1
Digital,10.00374984741211,ArialMT,0,1,0,409.9020080566406,176.12014770507812,2,7
Photography,10.00374984741211,ArialMT,0,1,0,409.9012451171875,188.12496948242188,2,11
•,10.00374984741211,ArialMT,0,0,0,392.89495849609375,200.12979125976562,2,1
Advanced,10.00374984741211,ArialMT,0,1,0,409.9012451171875,200.12979125976562,2,8
Digital,10.00374984741211,ArialMT,0,1,0,409.9004821777344,212.13461303710938,2,7
Photography,10.00374984741211,ArialMT,0,1,0,409.9004821777344,224.13943481445312,2,11
***AP,10.00374984741211,Arial-BoldMT,1,0,1,420.3641662597656,332.1758728027344,2,5
Captsone -,10.00374984741211,Arial-BoldMT,1,1,0,407.31268310546875,344.1806640625,2,10
Seminar and,10.00374984741211,Arial-BoldMT,1,0,0,403.13800048828125,356.1854553222656,2,11
Research w/,10.00374984741211,Arial-BoldMT,1,0,0,403.965576171875,368.19024658203125,2,11
advisor,10.00374984741211,Arial-BoldMT,1,0,0,415.36187744140625,380.1950378417969,2,7
approval,10.00374984741211,Arial-BoldMT,1,0,0,412.3074035644531,392.1998291015625,2,8
•,10.00374984741211,ArialMT,0,0,0,482.1475830078125,152.10757446289062,2,1
Nutrition for an,10.00374984741211,ArialMT,0,0,0,499.15386962890625,152.10757446289062,2,16
Active Lifestyle,10.00374984741211,ArialMT,0,1,0,499.1531066894531,164.11239624023438,2,16
•,10.00374984741211,ArialMT,0,0,0,482.1468200683594,176.11721801757812,2,1
Engineering,10.00374984741211,ArialMT,0,1,0,499.1531066894531,176.11721801757812,2,11
CAD and Design,10.00374984741211,ArialMT,0,0,0,499.15234375,188.12203979492188,2,14
Foundations,10.00374984741211,ArialMT,0,1,0,499.15234375,200.12686157226562,2,11
•,10.00374984741211,ArialMT,0,0,0,482.14605712890625,212.13168334960938,2,1
Television,10.00374984741211,ArialMT,0,1,0,499.15234375,212.13168334960938,2,10
Production I / II,10.00374984741211,ArialMT,0,0,0,499.1515808105469,224.13723754882812,2,17
•,10.00374984741211,ArialMT,0,0,0,482.1452941894531,236.14205932617188,2,1
Careers in,10.00374984741211,ArialMT,0,0,0,499.1515808105469,236.14205932617188,2,10
Medicine (Phys,10.00374984741211,ArialMT,0,1,0,499.15081787109375,248.14688110351562,2,14
Ed department),10.00374984741211,ArialMT,0,0,0,499.15081787109375,260.1517028808594,2,14
•,10.00374984741211,ArialMT,0,0,0,482.14453125,272.156494140625,2,1
Woods Tech 1,10.00374984741211,ArialMT,0,1,0,499.15081787109375,272.1563720703125,2,12
and 2,10.00374984741211,ArialMT,0,0,0,499.1502685546875,284.1611633300781,2,5
•,10.00374984741211,ArialMT,0,0,0,482.14398193359375,296.16595458984375,2,1
Honors,10.00374984741211,ArialMT,0,1,0,499.1502685546875,296.16595458984375,2,6
Engineering and,10.00374984741211,ArialMT,0,0,0,499.1495056152344,308.1707458496094,2,15
Design,10.00374984741211,ArialMT,0,1,0,499.1495056152344,320.175537109375,2,6
For more information and our application please visit our website by clicking,12.006400108337402,Arial-BoldMT,1,0,0,69.12629699707031,720.4588012695312,2,77
here,12.006400108337402,Arial-BoldMT,1,0,0,511.43231201171875,720.4588012695312,2,4
.,12.006400108337402,Arial-BoldMT,1,0,0,536.7935791015625,720.4588012695312,2,1
What Colleges Say!,18.012001037597656,TimesNewRomanPS-BoldMT,1,1,0,229.61740112304688,478.4712829589844,2,18
"When asked the question,",11.009049415588379,Calibri,0,0,0,35.26210021972656,514.933837890625,2,24
“Would participation in the,11.009049415588379,Calibri-Bold,1,0,0,154.18865966796875,514.933837890625,2,27
STEM Pathways set PTHSD students apart when applying,11.009049415588379,Calibri-Bold,1,0,0,35.26194763183594,528.4446411132812,2,52
"to your school?”,",11.009049415588379,Calibri-Bold,1,0,0,35.26194763183594,541.9554443359375,2,17
colleges responded with the following:,11.009049415588379,Calibri,0,0,0,111.90946197509766,541.9554443359375,2,38
SUNY Binghamton:,11.009049415588379,Calibri-Bold,1,0,0,35.26194763183594,568.97705078125,2,16
“Yes. We are a R1 research institution,11.009049415588379,Calibri,0,0,0,121.81963348388672,568.97705078125,2,38
and students with a strong STEM curriculum that includes,11.009049415588379,Calibri,0,0,0,35.26194763183594,582.4878540039062,2,56
research or lab work are generally more competitive in our,11.009049415588379,Calibri,0,0,0,35.262481689453125,595.9985961914062,2,58
applicant pool and more success as students at,11.009049415588379,Calibri,0,0,0,35.262481689453125,609.5094604492188,2,46
Binghamton because of their early HS experience.”,11.009049415588379,Calibri,0,0,0,35.262481689453125,623.0202026367188,2,49
Towson University:,11.009049415588379,Calibri-Bold,1,1,0,35.262481689453125,650.0418090820312,2,18
“Participation in this program would,11.009049415588379,Calibri,0,0,0,124.31140899658203,650.0418090820312,2,36
show us that the student is challenging him/herself in their,11.009049415588379,Calibri,0,0,0,35.262481689453125,663.5526123046875,2,60
courses which is something we look at when reviewing,11.009049415588379,Calibri,0,0,0,35.26206588745117,677.0634155273438,2,52
applications.”,11.009049415588379,Calibri,0,0,0,35.26206588745117,690.57421875,2,14
Drew University:,11.009049415588379,Calibri-Bold,1,1,0,312.0458068847656,514.933837890625,2,16
"“Yes,it would show that they are",11.009049415588379,Calibri,0,0,0,390.7762451171875,514.933837890625,2,32
challenging themselves in the classroom.”,11.009049415588379,Calibri,0,0,0,312.0458068847656,528.4446411132812,2,41
NJIT:,11.009049415588379,Calibri-Bold,1,0,1,312.0458984375,555.4662475585938,2,5
“Yes- this would demonstrate to Admissions that a,11.009049415588379,Calibri,0,0,0,336.3735046386719,555.4642944335938,2,49
"student is interested in STEM programs, and would be a",11.009049415588379,Calibri,0,0,0,312.0321044921875,568.9751586914062,2,54
strong candidate for our programs.”,11.009049415588379,Calibri,0,0,0,312.0321044921875,582.4859008789062,2,35
Ithaca College:,11.009049415588379,Calibri-Bold,1,1,0,312.0321044921875,609.5075073242188,2,15
"“Yes, we look for students who participate",11.009049415588379,Calibri,0,0,0,378.9188232421875,609.5075073242188,2,42
in classes and activities that enhance their knowledge and,11.009049415588379,Calibri,0,0,0,312.0321044921875,623.018310546875,2,58
skills in their area of interest.”,11.009049415588379,Calibri,0,0,0,312.03173828125,636.5291137695312,2,34
Montclair University:,11.009049415588379,Calibri-Bold,1,1,0,312.03173828125,663.5507202148438,2,21
“Rigorous math and science lab,11.009049415588379,Calibri,0,0,0,408.2203674316406,663.5507202148438,2,30
classes beyond standard curriculum could be looked at for,11.009049415588379,Calibri,0,0,0,312.03173828125,677.0615234375,2,57
scholarship eligibility along with high GPA.”,11.009049415588379,Calibri,0,0,0,312.0324401855469,690.5723266601562,2,45
