text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len
,9.960000038146973,Symbol,0,0,0,88.95169067382812,341.54840087890625,6,1
Agile Tester,9.960000038146973,Arial,0,1,0,106.94940948486328,340.8548889160156,6,12
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",9.960000038146973,Arial,0,0,0,70.95396423339844,363.7728576660156,6,100
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,9.960000038146973,Arial,0,0,0,70.95396423339844,375.29656982421875,6,93
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",9.960000038146973,Arial,0,0,0,70.95396423339844,386.8402099609375,6,106
will outline the benefits for companies that are considering the development of specific testing skills at this,9.960000038146973,Arial,0,0,0,70.95396423339844,398.3639221191406,6,111
level.,9.960000038146973,Arial,0,0,0,70.95396423339844,409.88763427734375,6,6
Version 2014,9.960000038146973,Trebuchet MS,0,1,0,76.59132385253906,718.7276000976562,6,12
Page 6 of 12,9.960000038146973,Trebuchet MS,0,0,0,270.17388916015625,718.7276000976562,6,12
"May 31, 2014",9.960000038146973,Trebuchet MS,0,1,0,471.58502197265625,718.7276000976562,6,12
© International Software Testing Qualifications Board,6.0,Arial,0,1,0,76.58399963378906,735.8699951171875,6,53
Qualifications Board,9.960000038146973,Arial,0,1,0,430.75,59.972991943359375,7,20
International,9.960000038146973,Arial,0,1,0,447.9100036621094,36.933013916015625,7,13
Overview,12.0,Arial,0,1,0,74.42400360107422,39.540000915527344,7,8
Software Testing,9.960000038146973,Arial,0,1,0,437.95001220703125,48.452972412109375,7,16
Foundation Level Extension –,9.960000038146973,Arial,0,1,0,74.42400360107422,56.733001708984375,7,28
Agile Tester,9.960000038146973,Arial,0,1,0,209.08999633789062,56.733001708984375,7,12
2.,15.960000038146973,Arial,0,0,0,70.94400024414062,120.26298522949219,7,2
Introduction to Foundation Level Agile Tester Extension,15.960000038146973,"Arial,Bold",1,0,0,93.62316131591797,120.34278106689453,7,55
The certification for Foundation Level Extension –,9.960000038146973,Arial,0,0,0,70.94400024414062,144.59298706054688,7,50
Agile Tester is designed for professionals who are,9.960000038146973,Arial,0,0,0,306.6474304199219,144.59298706054688,7,50
working within Agile environments. It is also for professionals who are planning to start implementing,9.960000038146973,Arial,0,0,0,70.94401550292969,156.11672973632812,7,102
"Agile methods in the near future, or are working within companies that plan to do so, The certification",9.960000038146973,Arial,0,0,0,70.94401550292969,167.64047241210938,7,103
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.960000038146973,Arial,0,0,0,70.95401000976562,179.16421508789062,7,105
methodologies specific to their role.,9.960000038146973,Arial,0,0,0,70.95401000976562,190.56838989257812,7,37
2.1 Intended Audience,14.039999961853027,Arial,0,1,0,70.94400024414062,214.9669952392578,7,21
The Foundation Level Extension –,9.960000038146973,Arial,0,1,0,70.94400024414062,239.18301391601562,7,32
Agile Tester qualification is aimed at four main groups of professionals:,9.960000038146973,Arial,0,0,0,225.52320861816406,239.18301391601562,7,73
1. Professionals who have achieved in-depth testing experience in traditional methods and would,9.960000038146973,Arial,0,0,0,88.94172668457031,250.70675659179688,7,95
like to get an Agile Tester Certificate.,9.960000038146973,Arial,0,0,0,106.939453125,262.2304992675781,7,40
"2. Junior professional testers who are just starting in the testing profession, have received the",9.960000038146973,Arial,0,0,0,88.94173431396484,273.75421142578125,7,97
"Foundation Level certificate, and would like to know more about",9.960000038146973,Arial,0,0,0,106.93946075439453,285.2779235839844,7,63
the,9.960000038146973,Arial,0,0,0,412.572021484375,286.9684143066406,7,3
tester’s,9.960000038146973,Arial,0,0,0,431.386474609375,286.9684143066406,7,8
role in an Agile,9.960000038146973,Arial,0,0,0,468.7962341308594,285.2779235839844,7,16
environment.,9.960000038146973,Arial,0,0,0,106.94940185546875,296.68212890625,7,12
"3. Professionals who are relatively new to testing and are required to implement test approaches,",9.960000038146973,Arial,0,0,0,88.9516830444336,308.2058410644531,7,97
methods and techniques in their day to day job in Agile projects.,9.960000038146973,Arial,0,0,0,106.95936584472656,319.72955322265625,7,65
4. Professionals who are experienced in their role (including unit testing) and need more,9.960000038146973,Arial,0,0,0,88.9616470336914,331.2532653808594,7,89
understanding and knowledge about how to perform and manage testing on all levels in Agile,9.960000038146973,Arial,0,0,0,106.9593734741211,342.7769775390625,7,90
projects.,9.960000038146973,Arial,0,0,0,106.9593734741211,354.3006896972656,7,9
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",9.960000038146973,Arial,0,0,0,70.96392822265625,377.2186584472656,7,104
"consultants, test managers, user acceptance testers, and software developers.",9.960000038146973,Arial,0,0,0,70.973876953125,388.7622985839844,7,77
This Foundation Level Extension –,9.960000038146973,Arial,0,1,0,70.973876953125,411.7997741699219,7,33
Agile Tester certification may also be appropriate for anyone who,9.960000038146973,Arial,0,0,0,236.4792022705078,411.7997741699219,7,65
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",9.960000038146973,Arial,0,0,0,70.973876953125,423.323486328125,7,102
"managers, software development managers, business analysts, IT directors, and management",9.960000038146973,Arial,0,0,0,70.973876953125,434.7276916503906,7,88
consultants.,9.960000038146973,Arial,0,0,0,70.97390747070312,446.25140380859375,7,12
2.2 Career Paths for Testers,14.039999961853027,Arial,0,0,0,70.94400024414062,482.13702392578125,7,28
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",9.960000038146973,Arial,0,0,0,70.94400024414062,506.3230285644531,7,104
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,9.960000038146973,Arial,0,0,0,70.94400024414062,517.8466796875,7,104
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,9.960000038146973,Arial,0,0,0,70.94400024414062,529.370361328125,7,109
an Agile project.,9.960000038146973,Arial,0,0,0,70.9539794921875,540.774658203125,7,17
People possessing an ISTQB Foundation Level Extension –,9.960000038146973,Arial,0,0,0,70.96394348144531,563.8419189453125,7,55
Agile Tester certificate may use the Certified,9.960000038146973,Arial,0,0,0,342.45361328125,563.8419189453125,7,46
Tester Foundation Level acronym CTFL-AT.,9.960000038146973,Arial,0,0,0,70.96392822265625,575.36572265625,7,40
2.3 Learning Objectives,14.039999961853027,Arial,0,1,0,70.94400024414062,611.2869873046875,7,23
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",9.960000038146973,Arial,0,0,0,70.94400024414062,635.4730224609375,7,106
remember and recall terms and concepts stated in the Foundation Level syllabus.,9.960000038146973,Arial,0,0,0,70.94400024414062,646.9967041015625,7,79
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",9.960000038146973,Arial,0,0,0,70.94400024414062,669.9146728515625,7,104
extension exam.,9.960000038146973,Arial,0,0,0,70.94400024414062,681.428466796875,7,15
Version 2014,9.960000038146973,Trebuchet MS,0,1,0,76.58135986328125,718.6891479492188,7,12
Page 7 of 12,9.960000038146973,Trebuchet MS,0,0,0,270.1639404296875,718.6891479492188,7,12
"May 31, 2014",9.960000038146973,Trebuchet MS,0,1,0,471.5750732421875,718.6891479492188,7,12
© International Software Testing Qualifications Board,6.0,Arial,0,1,0,76.58399963378906,735.8699951171875,7,53
Qualifications Board,9.960000038146973,Arial,0,1,0,430.75,59.972991943359375,8,20
International,9.960000038146973,Arial,0,1,0,447.9100036621094,36.933013916015625,8,13
Overview,12.0,Arial,0,1,0,74.42400360107422,39.540000915527344,8,8
Software Testing,9.960000038146973,Arial,0,1,0,437.95001220703125,48.452972412109375,8,16
Foundation Level Extension –,9.960000038146973,Arial,0,1,0,74.42400360107422,56.733001708984375,8,28
Agile Tester,9.960000038146973,Arial,0,1,0,209.08999633789062,56.733001708984375,8,12
"That said, each extension level exam focuses on the learning objectives defined in that extension",9.960000038146973,Arial,0,0,0,70.94400024414062,107.15298461914062,8,97
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",9.960000038146973,Arial,0,0,0,70.94398498535156,118.67672729492188,8,105
