text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len
C.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,614.1731567382812,1,2
Heating of Lead nitrate,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,614.1731567382812,1,23
D.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,643.0931396484375,1,2
Souring of milk,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,643.0931396484375,1,15
E.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,672.1331787109375,1,2
Ripening of fruit.,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,672.1331787109375,1,18
Class X Science,12.0,TimesNewRomanPSMT,0,1,0,57.38399887084961,751.884033203125,2,15
www.vedantu.com,12.0,TimesNewRomanPSMT,0,0,0,260.92999267578125,751.884033203125,2,15
2,12.0,TimesNewRomanPSMT,0,0,0,537.239990234375,751.884033203125,2,1
Chemical Formulae -,12.960000038146973,TimesNewRomanPS-BoldMT,1,1,0,57.38399887084961,129.28976440429688,2,19
A substance's chemical formula is a symbolic representation of the,12.960000038146973,TimesNewRomanPSMT,0,0,0,178.3699951171875,129.17312622070312,2,66
number of atoms present in a single molecule of that material.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,144.05313110351562,2,62
a. One water molecule has the formula,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,172.97311401367188,2,37
2,7.168355941772461,TimesNewRomanPSMT,0,0,0,272.8703308105469,182.4068603515625,2,1
H O,12.275731086730957,TimesNewRomanPSMT,0,1,1,263.58013916015625,173.957763671875,2,3
. It demonstrates that one molecule of water is,12.960000038146973,TimesNewRomanPSMT,0,0,0,285.7402038574219,172.97311401367188,2,47
made up of two hydrogen atoms and one oxygen atom.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,191.09310913085938,2,50
b. One molecule of sulphuric acid has the formula,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,220.04312133789062,2,49
2,7.175192832946777,TimesNewRomanPSMT,0,0,0,332.1678466796875,229.4569091796875,2,1
4,7.175192832946777,TimesNewRomanPSMT,0,0,0,351.56402587890625,229.45693969726562,2,1
H SO,12.287439346313477,TimesNewRomanPSMT,0,0,1,322.88360595703125,221.0078125,2,4
. It illustrates that one molecule of,12.960000038146973,TimesNewRomanPSMT,0,0,0,351.416259765625,220.04312133789062,2,37
"sulphuric acid has 2 hydrogen atoms, 1 sulphur atom, and 4 oxygen atoms.",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,238.28311157226562,2,72
Chemical Equations -,12.960000038146973,TimesNewRomanPS-BoldMT,1,1,0,57.38399887084961,296.3597717285156,2,20
The chemical equation of the reaction is the representation of a,12.960000038146973,TimesNewRomanPSMT,0,0,0,177.2899932861328,296.2431335449219,2,64
chemical change in terms of symbols and formulae of the reactants and products.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,311.12310791015625,2,79
Example:,12.960000038146973,TimesNewRomanPS-BoldMT,1,1,0,57.38399887084961,340.1597595214844,2,8
4,7.090855121612549,TimesNewRomanPSMT,0,0,0,102.82321166992188,377.93463134765625,2,1
2,7.090855121612549,TimesNewRomanPSMT,0,0,0,318.3266296386719,377.93463134765625,2,1
2,7.090855121612549,TimesNewRomanPSMT,0,0,0,357.5718688964844,377.93463134765625,2,1
2,7.090855121612549,TimesNewRomanPSMT,0,0,0,406.5732116699219,377.93463134765625,2,1
KMnO      +        HCl,12.152029991149902,TimesNewRomanPSMT,0,0,0,59.400142669677734,369.52789306640625,2,22
KCl     +    MnCl     +  H O  +    Cl,12.152029991149902,TimesNewRomanPSMT,0,0,0,218.3101043701172,369.5279235839844,2,37
Potassium      Hydrochloric        Potassium    Manganese    Water    Chlorine,12.152029991149902,TimesNewRomanPSMT,0,1,0,62.421268463134766,387.8905334472656,2,78
permanganate            acid,12.152029991149902,TimesNewRomanPSMT,0,0,0,59.23228073120117,405.9441223144531,2,28
→,12.152029991149902,SymbolMT,0,0,0,203.66778564453125,370.1042175292969,2,1
chloride         chloride,12.152029991149902,TimesNewRomanPSMT,0,0,0,211.84646606445312,405.9441223144531,2,25
Steps for writing Chemical Equation,12.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,57.38399887084961,465.0997619628906,2,35
A. Step I: Writing Skeletal Equation,12.960000038146973,TimesNewRomanPS-BoldMT,1,1,0,57.38399887084961,494.0197448730469,2,36
A word-equation depicts the transformation of reactants into products by placing an arrow,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,522.97314453125,2,89
between them (,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,537.8531494140625,2,14
→,11.99683666229248,SymbolMT,0,0,0,142.43528747558594,539.2883911132812,2,1
"). The arrow indicates the reaction's direction and might be read as ""to",12.960000038146973,TimesNewRomanPSMT,0,0,0,155.77999877929688,537.8531494140625,2,72
"yield,"" ""to form,"" or ""to give.""",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,552.97314453125,2,32
"The reactants are on the left (LHS) of the arrow, while the products are on the right (RHS).",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,582.01318359375,2,92
A plus sign (+) links the different reactants and products together.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,596.8931274414062,2,68
"A balanced account of a chemical transaction is a complete chemical equation, which",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,625.8131713867188,2,83
"symbolically depicts the reactants, products, and their physical states.",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,640.693115234375,2,72
Class X Science,12.0,TimesNewRomanPSMT,0,1,0,57.38399887084961,751.884033203125,3,15
www.vedantu.com,12.0,TimesNewRomanPSMT,0,0,0,260.92999267578125,751.884033203125,3,15
3,12.0,TimesNewRomanPSMT,0,0,0,537.239990234375,751.884033203125,3,1
B. Step II: Balancing of Chemical Equation,12.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,57.38399887084961,129.16976928710938,3,42
A balanced chemical equation is one in which the number of atoms of each element is equal,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,158.09310913085938,3,89
on both sides of the equation.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,172.97311401367188,3,30
"On the reactant and product sides of the equation, a chemical equation is balanced if the",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,202.01309204101562,3,89
number of atoms of each type involved in the reaction is the same.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,216.92312622070312,3,66
Equations must be balanced at all times.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,245.84310913085938,3,40
The amount of hydrogens on both sides should be an even number whenever,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,274.76312255859375,3,71
2,7.168256759643555,TimesNewRomanPSMT,0,0,0,471.1199951171875,284.15692138671875,3,1
H O,12.275561332702637,TimesNewRomanPSMT,0,1,1,461.8301086425781,275.7077941894531,3,3
is present,12.960000038146973,TimesNewRomanPSMT,0,0,0,483.989501953125,274.76312255859375,3,10
on one side (2 atoms of hydrogen in water). If there are 4,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,292.88311767578125,3,58
2,7.161418437957764,TimesNewRomanPSMT,0,0,0,365.6488342285156,302.3069152832031,3,1
H O,12.263851165771484,TimesNewRomanPSMT,0,1,1,356.3766174316406,293.8577880859375,3,3
"hydrogen atoms, then",12.960000038146973,TimesNewRomanPSMT,0,0,0,378.4938049316406,292.88311767578125,3,20
4 2,12.296862602233887,TimesNewRomanPSMT,0,0,0,59.22516632080078,312.1585998535156,3,3
8,12.296862602233887,TimesNewRomanPSMT,0,0,0,100.50521087646484,312.15863037109375,3,1
,12.296862602233887,SymbolMT,0,0,0,70.25984954833984,312.7329406738281,3,1
=,12.296862602233887,SymbolMT,0,0,0,91.01050567626953,312.73297119140625,3,1
hydrogen atoms are present. If there are 7,12.960000038146973,TimesNewRomanPSMT,0,0,0,111.37999725341797,311.12310791015625,3,42
2,7.168355941772461,TimesNewRomanPSMT,0,0,0,342.3703308105469,320.5069274902344,3,1
H O,12.275731086730957,TimesNewRomanPSMT,0,1,1,333.08013916015625,312.05780029296875,3,3
"hydrogen atoms, then",12.960000038146973,TimesNewRomanPSMT,0,0,0,355.2402038574219,311.12310791015625,3,20
7 2,12.306775093078613,TimesNewRomanPSMT,0,0,0,477.73663330078125,312.1585998535156,3,3
14,12.306775093078613,TimesNewRomanPSMT,0,0,0,519.1837158203125,312.15863037109375,3,2
,12.306775093078613,SymbolMT,0,0,0,488.93267822265625,312.7329406738281,3,1
=,12.306775093078613,SymbolMT,0,0,0,509.67694091796875,312.73297119140625,3,1
"hydrogen atoms, indicating that all the numbers are even.",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,329.2431335449219,3,57
There must be an even number in front of,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,358.1631164550781,3,40
HCl,12.169797897338867,TimesNewRomanPSMT,0,0,0,279.0845031738281,359.207763671875,3,3
on the reactant side. (We'll figure out what,12.960000038146973,TimesNewRomanPSMT,0,0,0,301.2699890136719,358.1631164550781,3,44
"that number is later.) As a result, there will be an even amount of chlorine atoms (i.e.,",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,373.3031311035156,3,89
KCl=1,12.25871467590332,TimesNewRomanPSMT,0,0,0,507.68096923828125,374.302001953125,3,5
",",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,388.4231262207031,3,1
2,7.191310405731201,TimesNewRomanPSMT,0,0,0,94.21869659423828,397.806884765625,3,1
MnCl  = 2,12.315040588378906,TimesNewRomanPSMT,0,0,0,65.71807098388672,389.3577880859375,3,9
",",12.960000038146973,TimesNewRomanPSMT,0,0,0,119.9000015258789,388.4231262207031,3,1
Cl,12.351634979248047,TimesNewRomanPSMT,0,1,0,131.28115844726562,389.3564758300781,3,2
2,7.198947906494141,TimesNewRomanPSMT,0,0,0,142.98727416992188,397.8299865722656,3,1
2,12.351634979248047,TimesNewRomanPSMT,0,0,0,159.80747985839844,389.3564758300781,3,1
=,12.351634979248047,SymbolMT,0,0,0,150.44921875,389.93701171875,3,1
". i.e.,",12.960000038146973,TimesNewRomanPSMT,0,0,0,157.31893920898438,388.4231262207031,3,7
1,12.28288459777832,TimesNewRomanPSMT,0,0,0,200.3603973388672,389.4585876464844,3,1
2,12.28288459777832,TimesNewRomanPSMT,0,0,0,220.2654266357422,389.4585876464844,3,1
2,12.28288459777832,TimesNewRomanPSMT,0,0,0,244.83705139160156,389.4585876464844,3,1
5,12.28288459777832,TimesNewRomanPSMT,0,0,0,270.72235107421875,389.4586181640625,3,1
+,12.28288459777832,SymbolMT,0,0,0,211.25050354003906,390.0329284667969,3,1
+,12.28288459777832,SymbolMT,0,0,0,235.8346405029297,390.0329284667969,3,1
=,12.28288459777832,SymbolMT,0,0,0,261.1819763183594,390.032958984375,3,1
"). However, the quantity of chlorine atoms in the",12.960000038146973,TimesNewRomanPSMT,0,0,0,281.80999755859375,388.4231262207031,3,49
product is unusual.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,406.5431213378906,3,19
KCl,12.169483184814453,TimesNewRomanPSMT,0,0,0,161.13450622558594,407.55859375,3,3
has the only odd number of chlorine atoms. Let's alter it to the,12.960000038146973,TimesNewRomanPSMT,0,0,0,183.2899932861328,406.5431213378906,3,64
"simplest even number we can think of, which is 2.",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,421.7831115722656,3,49
4,7.216331958770752,TimesNewRomanPSMT,0,0,0,93.6560287475586,459.9568786621094,3,1
2,7.216331958770752,TimesNewRomanPSMT,0,0,0,216.06275939941406,459.9568786621094,3,1
2,7.216331958770752,TimesNewRomanPSMT,0,0,0,243.31802368164062,459.9568786621094,3,1
2,7.216331958770752,TimesNewRomanPSMT,0,0,0,280.344970703125,459.9569091796875,3,1
KMnO + HCl,12.357890129089355,TimesNewRomanPSMT,0,0,0,59.230674743652344,451.5077819824219,3,10
→,12.357890129089355,SymbolMT,0,0,0,134.3579864501953,452.08721923828125,3,1
2KCl + MnCl  + H O + Cl,12.357890129089355,TimesNewRomanPSMT,0,0,0,148.7881317138672,451.5078125,3,23
Since the number of K atoms in 2,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,482.62310791015625,3,32
KCl,12.267070770263672,TimesNewRomanPSMT,0,0,0,237.56634521484375,483.6585998535156,3,3
=,12.267070770263672,SymbolMT,0,0,0,260.26519775390625,484.23297119140625,3,1
2,12.267070770263672,TimesNewRomanPSMT,0,0,0,269.6119689941406,483.65863037109375,3,1
", we have to put 2 in front of",12.960000038146973,TimesNewRomanPSMT,0,0,0,277.7300109863281,482.62310791015625,3,30
4,7.18795108795166,TimesNewRomanPSMT,0,0,0,465.60906982421875,492.030029296875,3,1
KMnO,12.332767486572266,TimesNewRomanPSMT,0,0,0,431.2164001464844,483.5564880371094,3,4
for,12.960000038146973,TimesNewRomanPSMT,0,0,0,465.53314208984375,482.62310791015625,3,3
balancing K atom.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,500.8631286621094,3,17
4,7.216620445251465,TimesNewRomanPSMT,0,0,0,109.2080078125,539.0568237304688,3,1
2,7.216620445251465,TimesNewRomanPSMT,0,0,0,231.55853271484375,539.056884765625,3,1
2,7.216620445251465,TimesNewRomanPSMT,0,0,0,258.8159484863281,539.056884765625,3,1
2,7.216620445251465,TimesNewRomanPSMT,0,0,0,295.82391357421875,539.056884765625,3,1
2KMnO + HCl,12.358383178710938,TimesNewRomanPSMT,0,0,0,68.79016876220703,530.6077880859375,3,11
2KCl + MnCl  + H O + Cl,12.358383178710938,TimesNewRomanPSMT,0,0,0,164.31822204589844,530.6077880859375,3,23
,12.358383178710938,SymbolMT,0,0,0,57.33811950683594,531.1871948242188,3,1
→,12.358383178710938,SymbolMT,0,0,0,149.86456298828125,531.1871948242188,3,1
In 2,12.960000038146973,TimesNewRomanPSMT,0,1,0,57.38399887084961,561.8531494140625,3,4
4,7.18795108795166,TimesNewRomanPSMT,0,0,0,114.25906372070312,571.22998046875,3,1
KMnO,12.332767486572266,TimesNewRomanPSMT,0,0,0,79.86637878417969,562.7564697265625,3,4
", there are 2 K, 2 Mn, and 8 O. So, add these numbers in front of K, Mn and O,",12.960000038146973,TimesNewRomanPSMT,0,0,0,114.1831283569336,561.8531494140625,3,78
(K is already done).,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,579.97314453125,3,20
4,7.218425273895264,TimesNewRomanPSMT,0,0,0,109.16204833984375,618.1068115234375,3,1
2,7.218425273895264,TimesNewRomanPSMT,0,0,0,237.41969299316406,618.1068725585938,3,1
2,7.218425273895264,TimesNewRomanPSMT,0,0,0,270.6613464355469,618.1068725585938,3,1
2,7.218425273895264,TimesNewRomanPSMT,0,0,0,307.6364440917969,618.1068725585938,3,1
2KMnO + HCl,12.361474990844727,TimesNewRomanPSMT,0,0,0,68.77189636230469,609.6577758789062,3,11
2KCl + 2MnCl  + 8H O + Cl,12.361474990844727,TimesNewRomanPSMT,0,0,0,164.22215270996094,609.6577758789062,3,25
,12.361474990844727,SymbolMT,0,0,0,57.33808135986328,610.2371826171875,3,1
→,12.361474990844727,SymbolMT,0,0,0,149.791015625,610.2371826171875,3,1
If there are 8,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,640.9331665039062,3,14
2,7.168256759643555,TimesNewRomanPSMT,0,0,0,138.4700164794922,650.3068237304688,3,1
H O,12.275561332702637,TimesNewRomanPSMT,0,1,1,129.1801300048828,641.8577880859375,3,3
"on the product side, there should be 16 H (8 x 2) on the reactants side as",12.960000038146973,TimesNewRomanPSMT,0,0,0,151.3395233154297,640.9331665039062,3,74
well.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,659.0531616210938,3,5
4,7.220468521118164,TimesNewRomanPSMT,0,0,0,109.14340209960938,697.2068481445312,3,1
2,7.220468521118164,TimesNewRomanPSMT,0,0,0,249.31884765625,697.2068481445312,3,1
2,7.220468521118164,TimesNewRomanPSMT,0,0,0,282.5279541015625,697.2068481445312,3,1
2,7.220468521118164,TimesNewRomanPSMT,0,0,0,319.4799499511719,697.2068481445312,3,1
2KMnO + 16HCl,12.364973068237305,TimesNewRomanPSMT,0,0,0,68.77832794189453,688.7578125,3,13
2KCl + 2MnCl  + 8H O + Cl,12.364973068237305,TimesNewRomanPSMT,0,0,0,176.12168884277344,688.7578125,3,25
,12.364973068237305,SymbolMT,0,0,0,57.338043212890625,689.3372192382812,3,1
→,12.364973068237305,SymbolMT,0,0,0,161.74008178710938,689.3372192382812,3,1
Class X Science,12.0,TimesNewRomanPSMT,0,1,0,57.38399887084961,751.884033203125,4,15
www.vedantu.com,12.0,TimesNewRomanPSMT,0,0,0,260.92999267578125,751.884033203125,4,15
4,12.0,TimesNewRomanPSMT,0,0,0,537.239990234375,751.884033203125,4,1
"Now the only unbalanced one is Chlorine. On the left hand side, there are 16 Cl. On the right",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,129.17312622070312,4,93
"hand side, firstly, there are 2 Cl in 2 KCl + 4 Cl in 2",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,144.05313110351562,4,55
2,7.175192832946777,TimesNewRomanPSMT,0,0,0,358.60400390625,153.5069122314453,4,1
MnCl,12.287439346313477,TimesNewRomanPSMT,0,0,0,330.18359375,145.05780029296875,4,4
", making total of 6(2 + 4). So, 10",12.960000038146973,TimesNewRomanPSMT,0,0,0,358.4432067871094,144.05313110351562,4,34
"more Cl atoms are to be accounted for. So, place 5 in front of",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,162.17312622070312,4,62
2,7.1006550788879395,TimesNewRomanPSMT,0,0,0,392.93951416015625,171.6068878173828,4,1
Cl,12.159793853759766,TimesNewRomanPSMT,0,1,0,381.1568298339844,163.15777587890625,4,2
to make it 10 (5 x 2).,12.960000038146973,TimesNewRomanPSMT,0,0,0,392.65411376953125,162.17312622070312,4,22
4,7.215561866760254,TimesNewRomanPSMT,0,0,0,109.21675109863281,203.65684509277344,4,1
2,7.215561866760254,TimesNewRomanPSMT,0,0,0,249.5901641845703,203.65687561035156,4,1
2,7.215561866760254,TimesNewRomanPSMT,0,0,0,282.84942626953125,203.65687561035156,4,1
2,7.215561866760254,TimesNewRomanPSMT,0,0,0,325.8563232421875,203.65689086914062,4,1
2KMnO + 16HCl,12.35657024383545,TimesNewRomanPSMT,0,0,0,68.78682708740234,195.207763671875,4,13
2KCl + 2MnCl  + 8H O + 5Cl,12.35657024383545,TimesNewRomanPSMT,0,0,0,176.33575439453125,195.20777893066406,4,26
,12.35657024383545,SymbolMT,0,0,0,57.338138580322266,195.7871856689453,4,1
→,12.35657024383545,SymbolMT,0,0,0,161.88760375976562,195.78720092773438,4,1
The Hit and Trial approach is a technique for balancing chemical equations.,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,226.28311157226562,4,75
Short Technique for Balancing a Chemical Equation,12.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,57.38399887084961,284.3597717285156,4,49
Let us take the same chemical reaction and try to balance it using a short technique which,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,313.2831115722656,4,90
"will save you time and effort in the exam. Let the number of molecules on each side be,",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,328.1631164550781,4,87
aKMnO,12.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,57.38399887084961,357.19976806640625,4,5
4,8.520000457763672,TimesNewRomanPS-BoldMT,1,0,0,103.45999908447266,362.7951354980469,4,1
+ bHCl → cKCl + dMnCl,12.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,107.77999877929688,359.1811828613281,4,21
2,8.520000457763672,TimesNewRomanPS-BoldMT,1,0,0,250.85000610351562,362.7951354980469,4,1
+ eH,12.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,255.1699981689453,357.19976806640625,4,4
2,8.520000457763672,TimesNewRomanPS-BoldMT,1,0,0,284.95001220703125,362.7951354980469,4,1
O + fCl,12.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,289.2699890136719,357.19976806640625,4,7
2,8.520000457763672,TimesNewRomanPS-BoldMT,1,0,0,330.54998779296875,362.7951354980469,4,1
"Now comparing LHS and RHS,",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,386.02313232421875,4,26
K: a = c,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,414.943115234375,4,8
Mn: a = d,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,443.9831237792969,4,9
O: 4a = e,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,472.9031066894531,4,9
H: b = 2e,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,501.8230895996094,4,9
Cl: b = c + 2d + 2f,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,530.7731323242188,4,19
"Let us take a = 2, then",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,559.8131713867188,4,23
c = d = a = 2,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,588.733154296875,4,13
b = 2e = 8a = 16,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,617.6531372070312,4,16
"So, e = 8",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,646.5731201171875,4,9
"So, 16 = 2 + 2(2) + 2(f)",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,675.6331787109375,4,24
Class X Science,12.0,TimesNewRomanPSMT,0,1,0,57.38399887084961,751.884033203125,5,15
www.vedantu.com,12.0,TimesNewRomanPSMT,0,0,0,260.92999267578125,751.884033203125,5,15
5,12.0,TimesNewRomanPSMT,0,0,0,537.239990234375,751.884033203125,5,1
f = 5,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,129.05313110351562,5,5
"Thus, the required equation is: 2KMnO",12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,157.97311401367188,5,37
4,8.520000457763672,TimesNewRomanPSMT,0,0,0,262.3699951171875,163.60845947265625,5,1
+ 16HCl → 2KCl + 2MnCl,12.960000038146973,TimesNewRomanPSMT,0,0,0,266.69000244140625,160.0711669921875,5,22
2,8.520000457763672,TimesNewRomanPSMT,0,0,0,410.260009765625,163.60845947265625,5,1
+ 8H,12.960000038146973,TimesNewRomanPSMT,0,1,1,414.5799865722656,157.97311401367188,5,4
2,8.520000457763672,TimesNewRomanPSMT,0,0,0,444.2200012207031,163.60845947265625,5,1
O + 5Cl,12.960000038146973,TimesNewRomanPSMT,0,1,0,448.5400085449219,157.97311401367188,5,7
2,8.520000457763672,TimesNewRomanPSMT,0,0,0,490.4200134277344,163.60845947265625,5,1
.,12.960000038146973,TimesNewRomanPSMT,0,0,0,494.739990234375,157.97311401367188,5,1
From a chemical equation we can conclude:,12.960000038146973,TimesNewRomanPSMT,0,0,0,57.38399887084961,187.01309204101562,5,41
A.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,215.96310424804688,5,2
Various reactants and products names,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,215.96310424804688,5,36
B.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,244.88314819335938,5,2
Reactant and product formulae,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,244.88314819335938,5,29
C.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,273.8031311035156,5,2
The number of moles of the reactants and products in relation to each other,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,273.8031311035156,5,75
D.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,302.8431091308594,5,2
Masses of reactants and products relative to each other,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,302.8431091308594,5,55
E.,12.960000038146973,TimesNewRomanPSMT,0,1,1,57.38399887084961,331.76312255859375,5,2
Volumes of gaseous reactants and products in relation to each other,12.960000038146973,TimesNewRomanPSMT,0,0,0,93.38400268554688,331.76312255859375,5,67
In short – the Steps Involved in Balancing a Chemical Equation can be Listed As:,12.960000038146973,TimesNewRomanPS-BoldMT,1,0,0,57.38399887084961,389.73974609375,5,80
