text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len
"seamless access to quality electronic library services. Through the ODL, students will be",11.039999961853027,ArialMT,0,0,0,90.04060363769531,312.4784851074219,3,89
"able to explore a topic at school, use the same child-safe resources after school (either at",11.039999961853027,ArialMT,0,0,0,90.04060363769531,325.07513427734375,3,92
"home or at a public library), enter college or university with a knowledge of how to use",11.039999961853027,ArialMT,0,0,0,90.04060363769531,337.6717834472656,3,88
"electronic resources that are still available and then, after graduation, continue to use these",11.039999961853027,ArialMT,0,0,0,90.04060363769531,350.3898620605469,3,95
skills and resources at work or at home.,11.039999961853027,ArialMT,0,0,0,90.04060363769531,362.98651123046875,3,40
We are moving into a period of convergence. With convergence we no longer have to license,11.039999961853027,ArialMT,0,0,0,90.04060363769531,387.705078125,3,89
commercial products as individual libraries or institutions. We can work together to spend our,11.039999961853027,ArialMT,0,0,0,90.04060363769531,400.3017272949219,3,94
money wisely. The provincial government has made this possible by working hard to provide,11.039999961853027,ArialMT,0,0,0,90.04060363769531,412.89837646484375,3,89
"all Ontarians with a stable, high-speed communications infrastructure. While there is still a",11.039999961853027,ArialMT,0,0,0,90.04060363769531,425.616455078125,3,93
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",11.039999961853027,ArialMT,0,0,0,90.04060363769531,438.2131042480469,3,93
best to exploit communications technology. We can reduce barriers to access and create the,11.039999961853027,ArialMT,0,0,0,90.04060363769531,450.9311828613281,3,90
content infrastructure needed to support a knowledge society.,11.039999961853027,ArialMT,0,0,0,90.04060363769531,463.52783203125,3,61
The concept of an ODL is a key element in,11.039999961853027,ArialMT,0,0,0,90.04060363769531,488.12493896484375,3,41
The Roadmap to Prosperity,11.039999961853027,Arial-ItalicMT,0,0,0,290.68157958984375,488.1801452636719,3,25
", a strategic plan to",11.039999961853027,ArialMT,0,0,0,418.8449401855469,488.12493896484375,3,21
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,11.039999961853027,ArialMT,0,0,0,90.04061889648438,500.8430480957031,3,87
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,11.039999961853027,ArialMT,0,0,0,90.04061889648438,513.439697265625,3,91
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",11.039999961853027,ArialMT,0,0,0,90.04061889648438,526.1577758789062,3,91
"that and much more. The ODL will connect students to electronic information, and will also",11.039999961853027,ArialMT,0,0,0,90.04061889648438,538.75439453125,3,90
leverage this investment to help connect all citizens to the electronic information they need as,11.039999961853027,ArialMT,0,0,0,90.04061889648438,551.3510131835938,3,96
"they make decisions, solve problems and enhance their quality of life.",11.039999961853027,ArialMT,0,0,0,90.04061889648438,564.0691528320312,3,70
Libraries have long been a key delivery point for public services. The ODL will allow that,11.039999961853027,ArialMT,0,0,0,90.04061889648438,589.3948974609375,3,90
"delivery point to move closer to citizens, into the smallest of libraries and even into living",11.039999961853027,ArialMT,0,0,0,90.04061889648438,601.9915161132812,3,94
rooms.,11.039999961853027,ArialMT,0,0,0,90.04061889648438,614.7095947265625,3,6
"Libraries have a long tradition of using a practical, consultative approach to solving problems,",11.039999961853027,ArialMT,0,0,0,90.04061889648438,639.9138793945312,3,96
and of learning from others. The ODL is a very practical solution to various problems.,11.039999961853027,ArialMT,0,0,0,90.04061889648438,652.6320190429688,3,86
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,11.039999961853027,ArialMT,0,0,0,90.04061889648438,677.957763671875,3,91
leading edge for Ontario but several jurisdictions have forged the path with collaborative,11.039999961853027,ArialMT,0,0,0,90.04061889648438,690.5543823242188,3,90
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",11.039999961853027,ArialMT,0,0,0,90.04061889648438,703.1510620117188,3,94
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,Arial-BoldItalicMT,1,0,0,90.04060363769531,732.7681274414062,3,57
March 2003,7.559999942779541,Arial-BoldItalicMT,1,1,0,296.70526123046875,732.7681274414062,3,10
3333,9.0,Arial-BlackItalic,0,0,0,516.3976440429688,731.2498779296875,3,4
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,11.039999961853027,ArialMT,0,0,0,90.03279876708984,70.24369812011719,4,89
with its members to promote universal access to materials and resources in more than 250,11.039999961853027,ArialMT,0,0,0,90.0327377319336,82.84031677246094,4,88
"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does",11.039999961853027,ArialMT,0,0,0,90.0327377319336,95.55839538574219,4,88
"not include elementary or secondary schools. However, the timeline and funding we are",11.039999961853027,ArialMT,0,0,0,90.0327377319336,108.15501403808594,4,85
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,11.039999961853027,ArialMT,0,0,0,90.0327377319336,120.87309265136719,4,89
years. TAL’s implementation plan was supported by 8 million dollars in provincially shared,11.039999961853027,ArialMT,0,0,0,90.0327377319336,133.46971130371094,4,90
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",11.039999961853027,ArialMT,0,0,0,90.0327377319336,146.0663299560547,4,95
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",11.039999961853027,ArialMT,0,0,0,90.0327377319336,158.78440856933594,4,83
schools as partners; it has 250 member libraries. ODL envisions universal access for all,11.039999961853027,ArialMT,0,0,0,90.0327377319336,171.3810272216797,4,88
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can",11.039999961853027,ArialMT,0,0,0,90.0327377319336,184.09910583496094,4,89
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",11.039999961853027,ArialMT,0,0,0,90.0327377319336,196.6957244873047,4,90
TAL.,11.039999961853027,ArialMT,0,0,1,90.0327377319336,209.29234313964844,4,4
The ODL will be a partnership-based organization providing seamless electronic information,11.039999961853027,ArialMT,0,0,0,90.0327377319336,234.6180877685547,4,90
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,11.039999961853027,ArialMT,0,0,0,90.0327377319336,247.33616638183594,4,101
common resources The ODL will recognize the unique responsibilities and needs of public,11.039999961853027,ArialMT,0,0,0,90.0327377319336,259.9327697753906,4,87
"libraries, school libraries, college and university libraries and special libraries. The ODL",11.039999961853027,ArialMT,0,0,0,90.0327377319336,272.6508483886719,4,92
"envisions a digital network of information resources, allowing members to collaborate when",11.039999961853027,ArialMT,0,0,0,90.0327377319336,285.24749755859375,4,90
there is mutual benefit and to support the common mandates of local libraries.,11.039999961853027,ArialMT,0,0,0,90.0327377319336,297.8441467285156,4,78
The principles which will define and guide the ODL are:,11.039999961853027,ArialMT,0,0,0,90.0327377319336,322.5627136230469,4,55
Equitable access for all Ontarians:,11.039999961853027,Arial-BoldItalicMT,1,0,0,90.0327377319336,347.1819152832031,4,35
"We will bring consistent, high-quality electronic resources and services to 10 million",11.039999961853027,ArialMT,0,0,0,108.02793884277344,371.8783874511719,4,86
Ontario citizens,11.039999961853027,ArialMT,0,0,0,108.02793884277344,384.47503662109375,4,16
We will eliminate barriers to the access to information and create more consistent,11.039999961853027,ArialMT,0,0,0,108.02793884277344,409.0721435546875,4,82
services for library clients.,11.039999961853027,ArialMT,0,0,0,108.02793884277344,421.79022216796875,4,29
Shared decision-making and accountability:,11.039999961853027,Arial-BoldItalicMT,1,0,0,90.0327377319336,446.409423828125,4,42
We will facilitate consensus among members regarding ODL’s portfolio of electronic,11.039999961853027,ArialMT,0,0,0,108.02793884277344,471.10589599609375,4,82
licenses and services,11.039999961853027,ArialMT,0,0,0,108.02793884277344,483.7025451660156,4,21
We will balance the interests and realities of small and large as well as rich and poor,11.039999961853027,ArialMT,0,0,0,108.02793884277344,508.2996520996094,4,87
communities and institutions.,11.039999961853027,ArialMT,0,0,0,108.02793884277344,521.0177612304688,4,29
Shared governance structure:,11.039999961853027,Arial-BoldItalicMT,1,0,0,90.0327377319336,545.6369018554688,4,28
We will share decision-making in order to enable the people we serve.,11.039999961853027,ArialMT,0,0,0,108.02793884277344,570.3334350585938,4,69
We will work based on an underlying assumption of trust and synergy.,11.039999961853027,ArialMT,0,0,0,108.02793884277344,594.9306030273438,4,68
Shared funding:,11.039999961853027,Arial-BoldItalicMT,1,0,0,90.0327377319336,619.5497436523438,4,15
"We will leverage provincial, institutional, and local dollars to realize economies of scale",11.039999961853027,ArialMT,0,0,0,108.02793884277344,644.2462768554688,4,91
and put Ontario dollars to work for everyone,11.039999961853027,ArialMT,0,0,0,108.02793884277344,656.8428955078125,4,44
.,11.039999961853027,Arial-BoldItalicMT,1,0,0,311.18603515625,656.8649291992188,4,1
We will be willing to pool talents and dollars in order to provide common services that are,11.039999961853027,ArialMT,0,0,0,108.0279541015625,681.5614624023438,4,91
truly greater than those that can be maintained by individual institutions.,11.039999961853027,ArialMT,0,0,0,108.0279541015625,694.1580810546875,4,75
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,Arial-BoldItalicMT,1,0,0,90.04060363769531,732.7681274414062,4,57
March 2003,7.559999942779541,Arial-BoldItalicMT,1,1,0,296.70526123046875,732.7681274414062,4,10
4444,9.0,Arial-BlackItalic,0,0,0,516.3976440429688,731.2498779296875,4,4
Local points of entry:,11.039999961853027,Arial-BoldItalicMT,1,0,0,89.99970245361328,70.25466918945312,5,22
"We will provide the licenses, infrastructure, services and support that enable local",11.039999961853027,ArialMT,0,0,0,114.00066375732422,95.55839538574219,5,84
"libraries to provide exceptional services to their clientele. ODL will focus on support,",11.039999961853027,ArialMT,0,0,0,114.00066375732422,108.15501403808594,5,88
"providing the underpinning, not overshadowing.",11.039999961853027,ArialMT,0,0,0,114.00066375732422,120.87309265136719,5,46
Services envisioned for the ODL’s include:,11.039999961853027,ArialMT,0,0,0,89.99970245361328,146.0774383544922,5,42
Access:,11.039999961853027,Arial-BoldItalicMT,1,1,0,89.99970245361328,171.42526245117188,5,7
"to the “deep” web (i.e. Commercial, purchased electronic services)",11.039999961853027,ArialMT,0,0,0,107.99490356445312,184.1212615966797,5,66
to credible web sites and electronic resources,11.039999961853027,ArialMT,0,0,0,107.99490356445312,196.71788024902344,5,46
to digital government information,11.039999961853027,ArialMT,0,0,0,107.99490356445312,209.3144989013672,5,33
to local digital collections,11.039999961853027,ArialMT,0,0,0,107.99490356445312,222.03257751464844,5,28
Guidance and Advice:,11.039999961853027,Arial-BoldItalicMT,1,0,0,89.99970245361328,247.38052368164062,5,20
to support e-learning,11.039999961853027,ArialMT,0,0,0,107.99490356445312,259.9550476074219,5,21
"to support citizens, in real-time, as they try to use electronic resources",11.039999961853027,ArialMT,0,0,0,107.99490356445312,272.6731262207031,5,74
to assist citizens as they use web-links,11.039999961853027,ArialMT,0,0,0,107.99490356445312,285.269775390625,5,40
Training:,11.039999961853027,Arial-BoldItalicMT,1,1,0,89.99970245361328,297.8885192871094,5,9
for library workers,11.039999961853027,ArialMT,0,0,0,107.99490356445312,310.5845031738281,5,19
for the general public,11.039999961853027,ArialMT,0,0,0,107.99490356445312,323.18115234375,5,22
Provincial Purchasing & Licensing:,11.039999961853027,Arial-BoldItalicMT,1,1,0,89.99970245361328,348.52899169921875,5,34
of electronic content on a consortia basis for all member libraries,11.039999961853027,ArialMT,0,0,0,107.99490356445312,361.1035461425781,5,67
Technological Support:,11.039999961853027,Arial-BoldItalicMT,1,1,0,89.99970245361328,386.4513854980469,5,22
of common standards for the preservation and archiving local digital content,11.039999961853027,ArialMT,0,0,0,107.99490356445312,399.1473693847656,5,76
of a common interface to ODL resources and services that can be imbedded in local,11.039999961853027,ArialMT,0,0,0,107.99490356445312,411.7440185546875,5,81
library web sites,11.039999961853027,ArialMT,0,0,0,107.99490356445312,424.34063720703125,5,17
What could the ODL really mean?,11.039999961853027,Arial-Black,0,0,0,89.99971008300781,466.4582214355469,5,31
For each Ontario citizen it could mean:,11.039999961853027,Arial-BoldMT,1,0,0,89.99969482421875,491.9496154785156,5,39
One local point of entry to access seamless electronic library services and,11.039999961853027,ArialMT,0,0,0,162.0025634765625,504.7339172363281,5,75
"resources for their personal, educational and professional needs;",11.039999961853027,ArialMT,0,0,0,162.0025634765625,517.3306274414062,5,65
"Access to credible, high-quality, user-friendly electronic services through their",11.039999961853027,ArialMT,0,0,0,162.0025634765625,530.0486450195312,5,81
"community, school, or academic library;",11.039999961853027,ArialMT,0,0,0,162.0025634765625,542.645263671875,5,39
Confidence that the electronic services and sources they – and their children,11.039999961853027,ArialMT,0,0,0,162.00259399414062,555.2418823242188,5,77
"– are using are safe, valid, and bringing them both global and local",11.039999961853027,ArialMT,0,0,0,162.00259399414062,567.9599609375,5,68
perspectives;,11.039999961853027,ArialMT,0,0,0,162.00259399414062,580.556640625,5,13
Electronic information and tools that enhance job skills and the learning,11.039999961853027,ArialMT,0,0,0,162.00259399414062,593.2747192382812,5,73
experience,11.039999961853027,ArialMT,0,0,0,162.00257873535156,605.8713989257812,5,10
For each Ontario student it could mean:,11.039999961853027,Arial-BoldMT,1,0,0,89.99970245361328,630.4022827148438,5,39
"One local point of entry to quality, curriculum- based electronic information",11.039999961853027,ArialMT,0,0,0,162.00257873535156,643.1865844726562,5,77
resources and services,11.039999961853027,ArialMT,0,0,0,162.00257873535156,655.7832641601562,5,22
"Connection to their individual educational environment, whether at the",11.039999961853027,ArialMT,0,0,0,162.00257873535156,668.5013427734375,5,70
"elementary, secondary or post-secondary levels",11.039999961853027,ArialMT,0,0,0,162.00257873535156,681.0979614257812,5,46
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,Arial-BoldItalicMT,1,0,0,90.04060363769531,732.7681274414062,5,57
March 2003,7.559999942779541,Arial-BoldItalicMT,1,1,0,296.70526123046875,732.7681274414062,5,10
5555,9.0,Arial-BlackItalic,0,0,0,516.3976440429688,731.2498779296875,5,4
"Confidence that the services and resources people are using are credible,",11.039999961853027,ArialMT,0,0,0,162.0402069091797,70.33201599121094,6,73
available when they need them and adaptable to different learning styles,11.039999961853027,ArialMT,0,0,0,162.0402069091797,82.92863464355469,6,72
For each Ontario library it could mean:,11.039999961853027,Arial-BoldMT,1,0,0,90.0373306274414,108.18817901611328,6,39
One point of entry for themselves and their clientele to quality electronic,11.039999961853027,ArialMT,0,0,0,162.0402069091797,120.97251892089844,6,75
"resources and services that support and enhance their collections, programs",11.039999961853027,ArialMT,0,0,0,162.0402069091797,133.5691375732422,6,75
and services,11.039999961853027,ArialMT,0,0,0,162.0402069091797,146.16575622558594,6,12
"The opportunity to show case their local community, collections, services, and",11.039999961853027,ArialMT,0,0,0,162.0402069091797,158.8838348388672,6,78
expertise,11.039999961853027,ArialMT,0,0,0,162.0402069091797,171.4803924560547,6,9
"The opportunity to gain from the provincial, collaborative partnership in order",11.039999961853027,ArialMT,0,0,0,162.0402069091797,184.19847106933594,6,79
to provide a seamless gateway to digital resources and services,11.039999961853027,ArialMT,0,0,0,162.0402069091797,196.7950897216797,6,63
For the Ontario government it could mean:,11.039999961853027,Arial-BoldMT,1,0,0,90.03731536865234,222.05474853515625,6,41
A,11.039999961853027,Arial-ItalicMT,0,1,1,162.0402069091797,234.7728271484375,6,1
"point of entry to information services and resources for all Ontario citizens,",11.039999961853027,ArialMT,0,0,0,169.11685180664062,234.71763610839844,6,78
connecting to portal initiatives,11.039999961853027,ArialMT,0,0,0,162.0402069091797,247.4357147216797,6,32
.,11.039999961853027,Arial-ItalicMT,0,0,0,298.36212158203125,247.49090576171875,6,1
Support of the Ontario E-Learning strategy through a collaborative digital,11.039999961853027,ArialMT,0,0,0,162.0402069091797,260.0323181152344,6,74
library initiative that positions Ontario on the global e-learning scene,11.039999961853027,ArialMT,0,0,0,162.0402069091797,272.7503967285156,6,72
Improved access and flexibility for all students at all ages and stages,11.039999961853027,ArialMT,0,0,0,162.0402069091797,285.3470458984375,6,71
(supports Ontario’s lifelong learning strategy),11.039999961853027,ArialMT,0,0,0,162.0402069091797,297.9436950683594,6,47
The opportunity to address emerging job skills shortages and facilitate school,11.039999961853027,ArialMT,0,0,0,162.0402069091797,310.6617736816406,6,78
to work and job to job transitions with the necessary information and,11.039999961853027,ArialMT,0,0,0,162.0402069091797,323.2584228515625,6,69
knowledge supports and tools,11.039999961853027,ArialMT,0,0,0,162.0402069091797,335.97650146484375,6,28
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,11.039999961853027,ArialMT,0,0,0,90.0373306274414,361.1807861328125,6,92
by a voting membership. The Board will include representatives from all stakeholders. We,11.039999961853027,ArialMT,0,0,0,90.0483627319336,373.89886474609375,6,88
envision a governance model similar to that prepared for the province’s ORION network.,11.039999961853027,ArialMT,0,0,0,90.0483627319336,386.4955139160156,6,86
"More information regarding the envisioned phasing, funding and resources required for the",11.039999961853027,ArialMT,0,0,0,90.0483627319336,411.2140808105469,6,89
ODL can be found in the appendixes.,11.039999961853027,ArialMT,0,0,0,90.0483627319336,423.81072998046875,6,35
The Business Plan to be Developed,12.0,Arial-Black,0,0,0,96.04060363769531,459.4200134277344,6,33
