text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len,is_heading,heading_level
5.,9.744400024414062,Tahoma-Bold,1,0,0,103.62838745117188,539.1976318359375,1,2,0,
6.,9.744400024414062,Tahoma-Bold,1,0,0,103.62838745117188,551.4365844726562,1,2,0,
12.,9.744400024414062,Tahoma-Bold,1,0,0,70.02969360351562,576.7525634765625,1,3,0,
Rs.,9.744400024414062,Tahoma,0,1,0,304.39227294921875,570.8766479492188,1,3,0,
I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,9.744400024414062,Tahoma,0,0,0,105.07057189941406,606.5801391601562,1,99,0,
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,9.744400024414062,Tahoma,0,0,0,70.0296630859375,618.2831420898438,1,99,0,
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,9.744400024414062,Tahoma,0,0,0,105.0802764892578,641.80615234375,1,109,0,
"advance, I undertake to refund the entire advance in one lump sum.",9.744400024414062,Tahoma,0,0,0,70.0394287109375,653.567626953125,1,66,0,
Date,9.744400024414062,Tahoma-Bold,1,1,0,70.0394287109375,688.7254028320312,1,4,0,
Signature of Government Servant.,9.744400024414062,Tahoma-Bold,1,0,0,403.0445556640625,700.4869384765625,1,32,0,
