text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len,is_heading,heading_level
"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",9.960000038146973,Arial,0,1,0,70.9439697265625,429.8316955566406,5,101,0,
"Sandberg, Dakar Shalom,  Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",9.960000038146973,Arial,0,1,0,70.9439697265625,441.35540771484375,5,93,0,
"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",9.960000038146973,Arial,0,0,0,70.9439697265625,452.8791198730469,5,100,0,
"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",9.960000038146973,Arial,0,0,0,70.9439697265625,464.40283203125,5,81,0,
"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",9.960000038146973,Arial,0,0,0,70.9439697265625,487.32080078125,5,96,0,
2014.,9.960000038146973,Arial,0,0,0,70.94400024414062,498.844482421875,5,5,0,
Version 2014,9.960000038146973,Trebuchet MS,0,1,0,76.58135986328125,728.0938110351562,5,12,0,
Page 5 of 12,9.960000038146973,Trebuchet MS,0,0,0,270.1639404296875,728.0938110351562,5,12,0,
"May 31, 2014",9.960000038146973,Trebuchet MS,0,1,0,471.5750732421875,728.0938110351562,5,12,0,
© International Software Testing Qualifications Board,6.0,Arial,0,1,0,76.58399963378906,742.3200073242188,5,53,0,
Qualifications Board,9.960000038146973,Arial,0,1,0,430.75,70.67999267578125,6,20,0,
International,9.960000038146973,Arial,0,1,0,447.9100036621094,47.6400146484375,6,13,0,
Overview,12.0,Arial,0,1,0,74.42400360107422,52.44000244140625,6,8,0,
Software Testing,9.960000038146973,Arial,0,1,0,437.9500122070313,59.15997314453125,6,16,0,
Foundation Level Extension –,9.960000038146973,Arial,0,1,0,74.42400360107422,67.44000244140625,6,28,0,
1.,15.960000038146973,Arial,0,0,0,70.94400024414062,137.41998291015625,6,2,0,
This overview document is intended for anyone with an interest in the ISTQB Foundation Level,9.960000038146973,Arial,0,0,0,70.94400024414062,155.29998779296875,6,92,0,
Extensions who wants a high-level introduction to the leading principles and an overview of the individual,9.960000038146973,Arial,0,0,0,70.94400024414062,166.82373046875,6,106,0,
extension syllabi.,9.960000038146973,Arial,0,0,0,70.94398498535156,178.34747314453125,6,18,0,
"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",9.960000038146973,Arial,0,0,0,70.94398498535156,201.26544189453125,6,101,0,
"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",9.960000038146973,Arial,0,0,0,70.94398498535156,212.7891845703125,6,102,0,
updated document will be available on the ISTQB website.,9.960000038146973,Arial,0,0,0,70.94398498535156,224.31292724609372,6,56,0,
The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,9.960000038146973,Arial,0,0,0,70.94398498535156,247.38031005859372,6,97,0,
some time. New topics emerge due to technology and methodology changes in the market which often,9.960000038146973,Arial,0,0,0,70.94398498535156,258.78448486328125,6,96,0,
"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",9.960000038146973,Arial,0,0,0,70.94398498535156,270.3082275390625,6,106,0,
"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",9.960000038146973,Arial,0,0,0,70.94400024414062,281.8319396972656,6,106,0,
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,9.960000038146973,Arial,0,0,0,70.94400024414062,293.35565185546875,6,92,0,
"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",9.960000038146973,Arial,0,0,0,70.94400024414062,304.8793640136719,6,102,0,
that is beyond the scope of this document.,9.960000038146973,Arial,0,0,0,70.94400787353516,316.403076171875,6,42,0,
The following Foundation Level Extension syllabus has been released:,9.960000038146973,Arial,0,0,0,70.94400787353516,339.321044921875,6,68,0,
,9.960000038146973,Symbol,0,0,0,88.95169067382812,351.5618896484375,6,1,0,
Agile Tester,9.960000038146973,Arial,0,1,0,106.94940948486328,351.5618896484375,6,12,0,
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",9.960000038146973,Arial,0,0,0,70.95396423339844,374.4798583984375,6,100,0,
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,9.960000038146973,Arial,0,0,0,70.95396423339844,386.0035705566406,6,93,0,
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",9.960000038146973,Arial,0,0,0,70.95396423339844,397.5472106933594,6,106,0,
will outline the benefits for companies that are considering the development of specific testing skills at this,9.960000038146973,Arial,0,0,0,70.95396423339844,409.0709228515625,6,111,0,
level.,9.960000038146973,Arial,0,0,0,70.95396423339844,420.5946350097656,6,6,0,
Version 2014,9.960000038146973,Trebuchet MS,0,1,0,76.59132385253906,728.0797119140625,6,12,0,
Page 6 of 12,9.960000038146973,Trebuchet MS,0,0,0,270.17388916015625,728.0797119140625,6,12,0,
"May 31, 2014",9.960000038146973,Trebuchet MS,0,1,0,471.58502197265625,728.0797119140625,6,12,0,
© International Software Testing Qualifications Board,6.0,Arial,0,1,0,76.58399963378906,742.3200073242188,6,53,0,
Qualifications Board,9.960000038146973,Arial,0,1,0,430.75,70.67999267578125,7,20,0,
International,9.960000038146973,Arial,0,1,0,447.9100036621094,47.6400146484375,7,13,0,
Overview,12.0,Arial,0,1,0,74.42400360107422,52.44000244140625,7,8,0,
Software Testing,9.960000038146973,Arial,0,1,0,437.9500122070313,59.15997314453125,7,16,0,
Foundation Level Extension –,9.960000038146973,Arial,0,1,0,74.42400360107422,67.44000244140625,7,28,0,
2.,15.960000038146973,Arial,0,0,0,70.94400024414062,137.41998291015625,7,2,0,
The certification for Foundation Level Extension –,9.960000038146973,Arial,0,0,0,70.94400024414062,155.29998779296875,7,50,0,
working within Agile environments. It is also for professionals who are planning to start implementing,9.960000038146973,Arial,0,0,0,70.94401550292969,166.82373046875,7,102,0,
"Agile methods in the near future, or are working within companies that plan to do so, The certification",9.960000038146973,Arial,0,0,0,70.94401550292969,178.34747314453125,7,103,0,
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.960000038146973,Arial,0,0,0,70.95401000976562,189.8712158203125,7,105,0,
methodologies specific to their role.,9.960000038146973,Arial,0,0,0,70.95401000976562,201.275390625,7,37,0,
2.1 Intended Audience,14.039999961853027,Arial,0,1,0,70.94400024414062,230.05999755859372,7,21,0,
The Foundation Level Extension –,9.960000038146973,Arial,0,1,0,70.94400024414062,249.8900146484375,7,32,0,
1. Professionals who have achieved in-depth testing experience in traditional methods and would,9.960000038146973,Arial,0,0,0,88.94172668457031,261.41375732421875,7,95,0,
like to get an Agile Tester Certificate.,9.960000038146973,Arial,0,0,0,106.939453125,272.9375,7,40,0,
"2. Junior professional testers who are just starting in the testing profession, have received the",9.960000038146973,Arial,0,0,0,88.94173431396484,284.4612121582031,7,97,0,
"Foundation Level certificate, and would like to know more about",9.960000038146973,Arial,0,0,0,106.93946075439452,295.98492431640625,7,63,0,
environment.,9.960000038146973,Arial,0,0,0,106.94940185546876,307.3891296386719,7,12,0,
"3. Professionals who are relatively new to testing and are required to implement test approaches,",9.960000038146973,Arial,0,0,0,88.9516830444336,318.912841796875,7,97,0,
methods and techniques in their day to day job in Agile projects.,9.960000038146973,Arial,0,0,0,106.95936584472656,330.4365539550781,7,65,0,
4. Professionals who are experienced in their role (including unit testing) and need more,9.960000038146973,Arial,0,0,0,88.9616470336914,341.96026611328125,7,89,0,
understanding and knowledge about how to perform and manage testing on all levels in Agile,9.960000038146973,Arial,0,0,0,106.9593734741211,353.4839782714844,7,90,0,
projects.,9.960000038146973,Arial,0,0,0,106.9593734741211,365.0076904296875,7,9,0,
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",9.960000038146973,Arial,0,0,0,70.96392822265625,387.9256591796875,7,104,0,
"consultants, test managers, user acceptance testers, and software developers.",9.960000038146973,Arial,0,0,0,70.973876953125,399.4692993164063,7,77,0,
This Foundation Level Extension –,9.960000038146973,Arial,0,1,0,70.973876953125,422.50677490234375,7,33,0,
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",9.960000038146973,Arial,0,0,0,70.973876953125,434.0304870605469,7,102,0,
"managers, software development managers, business analysts, IT directors, and management",9.960000038146973,Arial,0,0,0,70.973876953125,445.4346923828125,7,88,0,
consultants.,9.960000038146973,Arial,0,0,0,70.97390747070312,456.9584045410156,7,12,0,
2.2 Career Paths for Testers,14.039999961853027,Arial,0,0,0,70.94400024414062,497.2300109863281,7,28,0,
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",9.960000038146973,Arial,0,0,0,70.94400024414062,517.030029296875,7,104,0,
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,9.960000038146973,Arial,0,0,0,70.94400024414062,528.5537109375,7,104,0,
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,9.960000038146973,Arial,0,0,0,70.94400024414062,540.077392578125,7,109,0,
an Agile project.,9.960000038146973,Arial,0,0,0,70.9539794921875,551.4816284179688,7,17,0,
People possessing an ISTQB Foundation Level Extension –,9.960000038146973,Arial,0,0,0,70.96394348144531,574.5489501953125,7,55,0,
Tester Foundation Level acronym CTFL-AT.,9.960000038146973,Arial,0,0,0,70.96392822265625,586.0726928710938,7,40,0,
2.3 Learning Objectives,14.039999961853027,Arial,0,1,0,70.94400024414062,626.3800048828125,7,23,0,
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",9.960000038146973,Arial,0,0,0,70.94400024414062,646.1799926757812,7,106,0,
remember and recall terms and concepts stated in the Foundation Level syllabus.,9.960000038146973,Arial,0,0,0,70.94400024414062,657.7037353515625,7,79,0,
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",9.960000038146973,Arial,0,0,0,70.94400024414062,680.6216430664062,7,104,0,
extension exam.,9.960000038146973,Arial,0,0,0,70.94400024414062,692.1354370117188,7,15,0,
Version 2014,9.960000038146973,Trebuchet MS,0,1,0,76.58135986328125,728.041259765625,7,12,0,
Page 7 of 12,9.960000038146973,Trebuchet MS,0,0,0,270.1639404296875,728.041259765625,7,12,0,
"May 31, 2014",9.960000038146973,Trebuchet MS,0,1,0,471.5750732421875,728.041259765625,7,12,0,
© International Software Testing Qualifications Board,6.0,Arial,0,1,0,76.58399963378906,742.3200073242188,7,53,0,
Qualifications Board,9.960000038146973,Arial,0,1,0,430.75,70.67999267578125,8,20,0,
International,9.960000038146973,Arial,0,1,0,447.9100036621094,47.6400146484375,8,13,0,
Overview,12.0,Arial,0,1,0,74.42400360107422,52.44000244140625,8,8,0,
Software Testing,9.960000038146973,Arial,0,1,0,437.9500122070313,59.15997314453125,8,16,0,
Foundation Level Extension –,9.960000038146973,Arial,0,1,0,74.42400360107422,67.44000244140625,8,28,0,
"That said, each extension level exam focuses on the learning objectives defined in that extension",9.960000038146973,Arial,0,0,0,70.94400024414062,117.8599853515625,8,97,0,
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",9.960000038146973,Arial,0,0,0,70.94398498535156,129.38372802734375,8,105,0,
chapter within each particular extension syllabus.,9.960000038146973,Arial,0,0,0,70.94398498535156,140.907470703125,8,50,0,
2.4 Entry Requirements,14.039999961853027,Arial,0,1,0,70.94400024414062,169.70001220703125,8,22,0,
To be able to participate in a Foundation Level Extension –,9.960000038146973,Arial,0,0,0,70.94400024414062,189.5,8,59,0,
obtained the ISTQB Foundation Level certificate.,9.960000038146973,Arial,0,0,0,70.94400024414062,201.02374267578125,8,48,0,
2.5 Structure and Course Duration,14.039999961853027,Arial,0,0,0,70.94400024414062,229.82000732421875,8,33,0,
The Foundation Level Extension –,9.960000038146973,Arial,0,1,0,70.94400024414062,249.6500244140625,8,32,0,
Foundation Level syllabus.,9.960000038146973,Arial,0,0,0,70.94400024414062,261.1737670898437,8,26,0,
The syllabi must be taught in the following minimum number of days:,9.960000038146973,Arial,0,0,0,70.94400024414062,284.0917358398437,8,67,0,
Syllabus,9.960000038146973,"Arial,Bold",1,1,0,212.2100067138672,310.489990234375,8,8,0,
