text,font_size,font_name,is_bold,is_title_case,is_uppercase,x,y,page,line_len,is_heading,heading_level
:,12,OCR,0,0,0,272,1913,1,1,0,
’,12,OCR,0,0,0,573,1914,1,1,0,
strong,12,OCR,0,0,0,1250,1895,1,6,0,
hybrid,12,OCR,0,0,0,1399,1893,1,6,0,
cars,12,OCR,0,0,0,1545,1902,1,4,0,
is,12,OCR,0,0,0,1643,1893,1,2,0,
growing,12,OCR,0,0,0,1687,1893,1,7,0,
:,12,OCR,0,0,0,3104,1918,1,1,0,
»,12,OCR,0,0,0,4900,1892,1,1,0,
at,12,OCR,0,0,0,4963,1896,1,2,0,
S&P,12,OCR,0,1,1,5032,1893,1,3,0,
Global,12,OCR,0,1,0,5148,1892,1,6,0,
Mobility.,12,OCR,0,1,0,5313,1893,1,9,0,
te,12,OCR,0,0,0,166,1914,1,2,0,
wirldchemd,12,OCR,0,0,0,312,1911,1,10,0,
oF,12,OCR,0,0,0,513,1909,1,2,0,
"25,",12,OCR,0,0,0,588,1909,1,3,0,
Loni,12,OCR,0,1,0,672,1914,1,4,0,
is,12,OCR,0,0,0,845,1912,1,2,0,
at,12,OCR,0,0,0,1250,1944,1,2,0,
a,12,OCR,0,0,0,1309,1950,1,1,0,
pace,12,OCR,0,0,0,1352,1950,1,4,0,
similar,12,OCR,0,0,0,1468,1941,1,7,0,
to,12,OCR,0,0,0,1643,1943,1,2,0,
electric,12,OCR,0,0,0,1702,1941,1,8,0,
},12,OCR,0,0,0,1904,1983,1,1,0,
f,12,OCR,0,0,0,2918,1974,1,1,0,
Diesel,12,OCR,0,1,0,3069,1918,1,6,0,
__,12,OCR,0,0,0,3248,1970,1,2,0,
760,12,OCR,0,0,0,3333,1919,1,3,0,
_,12,OCR,0,0,0,3439,1964,1,1,0,
795,12,OCR,0,0,0,3526,1919,1,3,0,
4,12,OCR,0,0,0,3639,1920,1,2,0,
a,12,OCR,0,0,0,3731,1919,1,1,0,
|,12,OCR,0,0,0,3794,1905,1,1,0,
—@,12,OCR,0,0,0,4919,1964,1,2,0,
“This,12,OCR,0,1,0,4968,1943,1,5,0,
shift,12,OCR,0,0,0,5108,1943,1,5,0,
reflects,12,OCR,0,0,0,5225,1942,1,8,0,
evol-,12,OCR,0,0,0,5401,1942,1,5,0,
eak,12,OCR,0,0,0,197,1974,1,3,0,
Instagram,12,OCR,0,1,0,306,1974,1,9,0,
Inheatre,12,OCR,0,1,0,589,1974,1,8,0,
vehicles(EVs)despitelimited,12,OCR,0,0,0,1250,1990,1,27,0,
§,12,OCR,0,0,0,1900,1989,1,1,0,
Fuel-wise,12,OCR,0,0,0,2762,1970,1,9,0,
CNG,12,OCR,0,0,1,3067,1986,1,3,0,
__—-625,12,OCR,0,0,0,3248,1986,1,7,0,
839,12,OCR,0,0,0,3526,1986,1,3,0,
|,12,OCR,0,0,0,3640,1964,1,1,0,
__34,12,OCR,0,0,0,3640,1986,1,4,0,
‘ving,12,OCR,0,0,0,4938,1991,1,5,0,
market,12,OCR,0,0,0,5101,1990,1,6,0,
dynamics,12,OCR,0,0,0,5294,1991,1,8,0,
@,12,OCR,0,0,0,166,2054,1,1,0,
The,12,OCR,0,1,0,212,2049,1,3,0,
Anti-Woke,12,OCR,0,1,0,305,2048,1,9,0,
Can,12,OCR,0,1,0,562,2050,1,3,0,
Be,12,OCR,0,1,0,655,2051,1,2,0,
as,12,OCR,0,0,0,721,2058,1,2,0,
Woke,12,OCR,0,1,0,779,2049,1,4,0,
"offerings,",12,OCR,0,0,0,1250,2041,1,10,0,
and,12,OCR,0,0,0,1462,2041,1,3,0,
government,12,OCR,0,0,0,1550,2043,1,10,0,
in-,12,OCR,0,0,0,1819,2041,1,3,0,
domestic,12,OCR,0,0,0,2777,2031,1,8,0,
(Electric,12,OCR,0,1,0,3069,2049,1,9,0,
99,12,OCR,0,0,0,3365,2051,1,2,0,
118,12,OCR,0,0,0,3530,2050,1,3,0,
19,12,OCR,0,0,0,3704,2050,1,2,0,
pand,12,OCR,0,0,0,4930,2041,1,4,0,
growing,12,OCR,0,0,0,5079,2041,1,7,0,
consumer,12,OCR,0,0,0,5289,2050,1,8,0,
as,12,OCR,0,0,0,166,2112,1,2,0,
the,12,OCR,0,0,0,224,2103,1,3,0,
Woke,12,OCR,0,1,0,308,2103,1,4,0,
centives,12,OCR,0,0,0,1250,2094,1,8,0,
promoting,12,OCR,0,0,0,1435,2094,1,9,0,
the,12,OCR,0,0,0,1671,2091,1,3,0,
"latter,",12,OCR,0,0,0,1749,2091,1,7,0,
vehicle,12,OCR,0,0,0,2819,2085,1,7,0,
Hybrid,12,OCR,0,1,0,3069,2116,1,6,0,
"interest,",12,OCR,0,0,0,4952,2093,1,9,0,
"which,",12,OCR,0,0,0,5141,2086,1,6,0,
month,12,OCR,0,0,0,5296,2087,1,5,0,
af-,12,OCR,0,0,0,5443,2087,1,3,0,
ter,12,OCR,0,0,0,4936,2144,1,3,0,
"month,",12,OCR,0,0,0,5013,2140,1,6,0,
is,12,OCR,0,0,0,5182,2150,1,2,0,
increasingly,12,OCR,0,0,0,5235,2140,1,12,0,
@,12,OCR,0,0,0,166,2191,1,1,0,
Don't,12,OCR,0,0,0,214,2187,1,5,0,
Throw,12,OCR,0,1,0,343,2187,1,5,0,
"Chappals,",12,OCR,0,1,0,502,2187,1,9,0,
Direct,12,OCR,0,1,0,729,2186,1,6,0,
Your,12,OCR,0,1,0,166,2240,1,4,0,
Outrage,12,OCR,0,1,0,287,2240,1,7,0,
@,12,OCR,0,0,0,166,2326,1,1,0,
The,12,OCR,0,1,0,212,2322,1,3,0,
Argument,12,OCR,0,1,0,305,2324,1,8,0,
Continues:,12,OCR,0,1,0,546,2321,1,10,0,
Dessert,12,OCR,0,1,0,795,2323,1,7,0,
or,12,OCR,0,0,0,166,2384,1,2,0,
Pudding?,12,OCR,0,1,0,226,2375,1,8,0,
ETCP8,12,OCR,0,0,1,168,2500,1,5,0,
B®,12,OCR,0,1,1,166,2604,1,2,0,
Snap,12,OCR,0,1,0,213,2600,1,4,0,
Judgement?,12,OCR,0,1,0,333,2599,1,10,0,
Leisure,12,OCR,0,1,0,168,2699,1,7,1,H3
P9,12,OCR,0,1,1,461,2711,1,2,1,H3
w@,12,OCR,0,0,0,166,2808,1,2,0,
Jane,12,OCR,0,1,0,213,2805,1,4,0,
Austen’s,12,OCR,0,0,0,328,2804,1,8,0,
Worlds,12,OCR,0,1,0,534,2803,1,6,0,
of,12,OCR,0,0,0,708,2803,1,2,0,
Sweetness,12,OCR,0,1,0,166,2857,1,9,0,
Conceal,12,OCR,0,1,0,420,2855,1,7,0,
a,12,OCR,0,0,0,604,2864,1,1,0,
Dark,12,OCR,0,1,0,640,2855,1,4,0,
Chapter,12,OCR,0,1,0,758,2855,1,7,0,
World,12,OCR,0,1,0,166,2944,1,5,1,H3
Play,12,OCR,0,1,0,418,2944,1,4,1,H3
P10,12,OCR,0,1,1,600,2955,1,3,0,
To,12,OCR,0,1,0,2675,1123,1,2,0,
order,12,OCR,0,0,0,2739,1122,1,5,0,
your,12,OCR,0,0,0,2867,1131,1,4,0,
favourite,12,OCR,0,0,0,2976,1122,1,9,0,
"newspaper,",12,OCR,0,0,0,3179,1131,1,10,0,
call,12,OCR,0,0,0,3427,1122,1,4,0,
1800,12,OCR,0,0,0,3515,1125,1,4,0,
1200,12,OCR,0,0,0,3617,1125,1,4,0,
4,12,OCR,0,0,0,3719,1125,1,3,0,
toll,12,OCR,0,0,0,3801,1122,1,4,0,
free,12,OCR,0,0,0,3884,1122,1,4,0,
or,12,OCR,0,0,0,3979,1131,1,2,0,
visit,12,OCR,0,0,0,4037,1123,1,5,0,
subscribe.timesofindia.com.,12,OCR,0,0,0,4141,1122,1,27,0,
To,12,OCR,0,1,0,4750,1123,1,2,0,
advertise,12,OCR,0,0,0,4814,1122,1,9,0,
with,12,OCR,0,0,0,5020,1123,1,4,0,
"us,",12,OCR,0,0,0,5129,1131,1,3,0,
call,12,OCR,0,0,0,5200,1122,1,4,0,
1800,12,OCR,0,0,0,5289,1125,1,4,0,
120,12,OCR,0,0,0,5391,1125,1,3,0,
5474,12,OCR,0,0,0,5469,1125,1,4,0,
Sharmistha,12,OCR,0,1,0,1337,1733,1,10,0,
Mukherjee,12,OCR,0,1,0,1595,1733,1,9,0,
prompting,12,OCR,0,0,0,1250,2141,1,9,0,
carmakers,12,OCR,0,0,0,1487,2140,1,9,0,
to,12,OCR,0,0,0,1728,2144,1,2,0,
line,12,OCR,0,0,0,1779,2141,1,4,0,
up,12,OCR,0,0,0,1250,2200,1,2,0,
more,12,OCR,0,0,0,1311,2200,1,4,0,
hybrid,12,OCR,0,0,0,1428,2190,1,6,0,
models,12,OCR,0,0,0,1579,2191,1,6,0,
to,12,OCR,0,0,0,1738,2193,1,2,0,
me-,12,OCR,0,0,0,1786,2200,1,3,0,
et,12,OCR,0,0,0,1250,2244,1,2,0,
increasing,12,OCR,0,0,0,1318,2241,1,10,0,
customer,12,OCR,0,0,0,1575,2244,1,8,0,
de-,12,OCR,0,0,0,1805,2241,1,3,0,
mandamid,12,OCR,0,0,0,1250,2290,1,8,0,
high,12,OCR,0,0,0,1495,2290,1,4,0,
fuel,12,OCR,0,0,0,1600,2291,1,4,0,
prices.,12,OCR,0,0,0,1688,2291,1,7,0,
There,12,OCR,0,1,0,1273,2341,1,5,0,
are,12,OCR,0,0,0,1428,2350,1,3,0,
only,12,OCR,0,0,0,1523,2341,1,4,0,
about,12,OCR,0,0,0,1643,2341,1,5,0,
five,12,OCR,0,0,0,1789,2341,1,4,0,
strong,12,OCR,0,0,0,1250,2391,1,6,0,
hybrid,12,OCR,0,0,0,1397,2388,1,6,0,
models,12,OCR,0,0,0,1551,2388,1,6,0,
on,12,OCR,0,0,0,1714,2398,1,2,0,
sale,12,OCR,0,0,0,1778,2388,1,4,0,
in,12,OCR,0,0,0,1872,2389,1,2,0,
the,12,OCR,0,0,0,1249,2438,1,3,0,
"country,",12,OCR,0,0,0,1324,2441,1,8,0,
compared,12,OCR,0,0,0,1504,2438,1,8,0,
to15,12,OCR,0,0,0,1722,2441,1,4,0,
EVs.,12,OCR,0,0,0,1816,2439,1,4,0,
"Yet,",12,OCR,0,1,0,1250,2489,1,4,0,
both,12,OCR,0,0,0,1345,2488,1,4,0,
segments,12,OCR,0,0,0,1457,2492,1,8,0,
grew,12,OCR,0,0,0,1673,2498,1,4,0,
about,12,OCR,0,0,0,1795,2488,1,5,0,
18%,12,OCR,0,0,0,1250,2541,1,3,0,
year-on-year,12,OCR,0,0,0,1347,2548,1,12,0,
in,12,OCR,0,0,0,1628,2539,1,2,0,
"FY25,",12,OCR,0,0,1,1687,2539,1,5,0,
with,12,OCR,0,0,0,1819,2538,1,4,0,
hybrids,12,OCR,0,0,0,1250,2588,1,7,0,
emergingasa,12,OCR,0,0,0,1421,2589,1,11,0,
"practical,",12,OCR,0,0,0,1713,2588,1,10,0,
fuel-efficient,12,OCR,0,0,0,1965,2438,1,14,0,
alternative,12,OCR,0,0,0,1966,2488,1,11,0,
while,12,OCR,0,0,0,2220,2488,1,5,0,
pure,12,OCR,0,0,0,2356,2498,1,4,0,
electric,12,OCR,0,0,0,2472,2489,1,8,0,
adoption,12,OCR,0,0,0,1966,2538,1,8,0,
slowed,12,OCR,0,0,0,2171,2538,1,6,0,
amid,12,OCR,0,0,0,2330,2539,1,4,0,
continu-,12,OCR,0,0,0,2454,2539,1,8,0,
ing,12,OCR,0,0,0,1967,2589,1,3,0,
infrastructure,12,OCR,0,0,0,2043,2589,1,14,0,
bottlenecks.,12,OCR,0,0,0,2359,2588,1,12,0,
Automakers,12,OCR,0,1,0,2793,2391,1,10,0,
are,12,OCR,0,0,0,3080,2400,1,3,0,
creating,12,OCR,0,0,0,3172,2391,1,8,0,
more,12,OCR,0,0,0,2683,2448,1,4,0,
room,12,OCR,0,0,0,2807,2448,1,4,0,
for,12,OCR,0,0,0,2932,2439,1,3,0,
hybrids,12,OCR,0,0,0,3007,2438,1,7,0,
in,12,OCR,0,0,0,3186,2439,1,2,0,
their,12,OCR,0,0,0,3243,2438,1,5,0,
emissions,12,OCR,0,0,0,2683,2489,1,9,0,
compliance,12,OCR,0,0,0,2911,2489,1,10,0,
strategi-,12,OCR,0,0,0,3171,2489,1,9,0,
es,12,OCR,0,0,0,2683,2548,1,2,0,
ahead,12,OCR,0,0,0,2744,2538,1,5,0,
of,12,OCR,0,0,0,2890,2539,1,2,0,
stricter,12,OCR,0,0,0,2955,2539,1,8,0,
fuel-effici-,12,OCR,0,0,0,3131,2538,1,12,0,
ency,12,OCR,0,0,0,2683,2598,1,4,0,
rules,12,OCR,0,0,0,2801,2589,1,5,0,
set,12,OCR,0,0,0,2931,2592,1,3,0,
to,12,OCR,0,0,0,3009,2591,1,2,0,
kick,12,OCR,0,0,0,3070,2588,1,4,0,
in,12,OCR,0,0,0,3184,2589,1,2,0,
from,12,OCR,0,0,0,3245,2589,1,4,0,
|,12,OCR,0,0,0,3248,1784,1,1,0,
FY24,12,OCR,0,0,1,3291,1783,1,4,0,
|,12,OCR,0,0,0,3442,1785,1,1,0,
FY25,12,OCR,0,0,1,3497,1783,1,4,0,
|,12,OCR,0,0,0,3640,1785,1,1,0,
%,12,OCR,0,0,0,3704,1783,1,1,0,
Change,12,OCR,0,1,0,3750,1782,1,6,0,
Indians,12,OCR,0,1,0,1256,1296,1,7,1,H1
on,12,OCR,0,0,0,2060,1366,1,2,1,H1
the,12,OCR,0,0,0,2353,1296,1,3,1,H1
Hybridge,12,OCR,0,1,0,2726,1296,1,8,1,H1
to,12,OCR,0,0,0,3707,1323,1,2,1,H1
Electric,12,OCR,0,1,0,3961,1296,1,8,1,H1
Future,12,OCR,0,1,0,4801,1302,1,6,1,H1
Strong,12,OCR,0,1,0,1252,1586,1,6,0,
hybrid,12,OCR,0,0,0,1483,1583,1,6,0,
vehicles,12,OCR,0,0,0,1715,1583,1,8,0,
as,12,OCR,0,0,0,1999,1598,1,2,0,
much,12,OCR,0,0,0,2086,1583,1,4,0,
in,12,OCR,0,0,0,2282,1598,1,2,0,
cemiand,12,OCR,0,0,0,2354,1579,1,7,0,
&,12,OCR,0,0,0,2635,1700,1,1,0,
as,12,OCR,0,0,0,2636,1598,1,2,0,
"EVs,",12,OCR,0,0,0,2724,1587,1,4,0,
with,12,OCR,0,0,0,2873,1583,1,4,0,
18%,12,OCR,0,0,0,3037,1586,1,3,0,
growth,12,OCR,0,0,0,3178,1583,1,6,0,
for,12,OCR,0,0,0,3428,1583,1,3,0,
both,12,OCR,0,0,0,3543,1583,1,4,0,
in,12,OCR,0,0,0,3711,1598,1,2,0,
FY25:,12,OCR,0,0,1,3786,1586,1,5,0,
auto,12,OCR,0,0,0,3987,1587,1,4,0,
(,12,OCR,0,0,0,4143,1698,1,1,0,
cos,12,OCR,0,0,0,4148,1598,1,3,0,
ae,12,OCR,0,0,0,4273,1583,1,2,0,
to,12,OCR,0,0,0,4424,1587,1,2,0,
up,12,OCR,0,0,0,4508,1598,1,2,0,
electric-cum-fuel,12,OCR,0,0,0,4604,1583,1,17,0,
portfolio,12,OCR,0,0,0,5178,1583,1,9,0,
Source:,12,OCR,0,1,0,3827,2274,1,7,0,
SIAM,12,OCR,0,0,1,3938,2274,1,4,0,
April,12,OCR,0,1,0,3398,2390,1,5,0,
"1,",12,OCR,0,0,0,3524,2393,1,2,0,
2027,12,OCR,0,0,0,3565,2393,1,5,0,
From,12,OCR,0,1,0,3679,2391,1,4,0,
Maruti,12,OCR,0,1,0,3807,2391,1,6,0,
Su-,12,OCR,0,1,0,3971,2391,1,3,0,
zuki,12,OCR,0,0,0,3399,2438,1,4,0,
to,12,OCR,0,0,0,3517,2441,1,2,0,
Hyundai,12,OCR,0,1,0,3583,2438,1,7,0,
Motor,12,OCR,0,1,0,3796,2439,1,5,0,
India,12,OCR,0,1,0,3953,2438,1,5,0,
and,12,OCR,0,0,0,3399,2488,1,3,0,
Mahindra,12,OCR,0,1,0,3514,2488,1,8,0,
&,12,OCR,0,0,0,3767,2489,1,1,0,
"Mahindra,",12,OCR,0,1,0,3838,2488,1,9,0,
they,12,OCR,0,0,0,3398,2538,1,4,0,
are,12,OCR,0,0,0,3513,2548,1,3,0,
gearing,12,OCR,0,0,0,3601,2539,1,7,0,
up,12,OCR,0,0,0,3784,2548,1,2,0,
to,12,OCR,0,0,0,3857,2541,1,2,0,
launch,12,OCR,0,0,0,3917,2538,1,6,0,
more,12,OCR,0,0,0,3400,2598,1,4,0,
than,12,OCR,0,0,0,3524,2589,1,4,0,
half,12,OCR,0,0,0,3637,2588,1,4,0,
adozen,12,OCR,0,0,0,3782,2589,1,6,0,
hybrid,12,OCR,0,0,0,3922,2588,1,6,0,
that,12,OCR,0,0,0,4115,2588,1,4,0,
previously,12,OCR,0,0,0,4229,2588,1,10,0,
dismissed,12,OCR,0,0,0,4480,2588,1,9,0,
hy-,12,OCR,0,0,0,4717,2589,1,3,0,
More,12,OCR,0,1,0,4832,2584,1,4,0,
Clean,12,OCR,0,1,0,4936,2589,1,5,0,
Car,12,OCR,0,1,0,5046,2590,1,3,0,
Launches,12,OCR,0,1,0,5114,2589,1,8,0,
>>,12,OCR,0,0,0,5295,2584,1,2,0,
7,12,OCR,0,0,0,5342,2584,1,1,0,
"“Interestingly,",12,OCR,0,1,0,4142,2538,1,15,0,
UPWARD,12,OCR,0,0,1,2648,2689,1,6,0,
TRAJECTORY,12,OCR,0,0,1,2899,2689,1,10,0,
FOR,12,OCR,0,0,1,3252,2689,1,3,0,
LENDERS,12,OCR,0,0,1,3372,2689,1,7,0,
IN,12,OCR,0,0,1,3621,2689,1,2,0,
FIRST,12,OCR,0,0,1,3696,2689,1,5,0,
QUARTER,12,OCR,0,0,1,3858,2689,1,7,0,
HDFC,12,OCR,0,0,1,1193,2826,1,4,1,H1
Bank,12,OCR,0,1,0,1677,2820,1,4,1,H1
Profit,12,OCR,0,1,0,2137,2818,1,6,1,H1
Up,12,OCR,0,1,0,2652,2828,1,2,1,H1
TREASURY,12,OCR,0,0,1,3027,2802,1,8,1,H1
GAINS,12,OCR,0,0,1,3246,2801,1,5,1,H1
BOOST,12,OCR,0,0,1,3379,2802,1,5,1,
Yes,12,OCR,0,1,0,3027,2870,1,3,0,
Bank,12,OCR,0,1,0,3174,2867,1,4,0,
PAT,12,OCR,0,0,1,3371,2870,1,3,0,
Zips,12,OCR,0,1,0,3527,2866,1,4,0,
59%,12,OCR,0,0,0,3031,2963,1,3,0,
toz801,12,OCR,0,0,0,3188,2963,1,6,0,
Crore,12,OCR,0,1,0,3457,2963,1,5,0,
vehicles,12,OCR,0,0,0,4116,2488,1,8,0,
over,12,OCR,0,0,0,4297,2498,1,4,0,
the,12,OCR,0,0,0,4396,2488,1,3,0,
next,12,OCR,0,0,0,4471,2491,1,4,0,
two,12,OCR,0,0,0,4570,2492,1,3,0,
years.,12,OCR,0,0,0,4655,2498,1,6,0,
automakers,12,OCR,0,0,0,4531,2538,1,10,0,
brids,12,OCR,0,0,0,4831,1692,1,5,0,
are,12,OCR,0,0,0,4963,1702,1,3,0,
now,12,OCR,0,0,0,5052,1702,1,3,0,
actively,12,OCR,0,0,0,5162,1693,1,8,0,
evalua-,12,OCR,0,0,0,5348,1692,1,7,0,
ting,12,OCR,0,0,0,4831,1743,1,4,0,
or,12,OCR,0,0,0,4938,1752,1,2,0,
developing,12,OCR,0,0,0,5007,1743,1,10,0,
hybrid,12,OCR,0,0,0,5257,1742,1,6,0,
mo-,12,OCR,0,0,0,5421,1752,1,3,0,
dels,12,OCR,0,0,0,4894,1792,1,4,0,
for,12,OCR,0,0,0,4995,1793,1,3,0,
"India,”",12,OCR,0,1,0,5073,1793,1,7,0,
said,12,OCR,0,0,0,5237,1793,1,4,0,
Gaurav,12,OCR,0,1,0,5342,1793,1,6,0,
steering,12,OCR,0,0,0,4903,2191,1,8,0,
the,12,OCR,0,0,0,5084,2190,1,3,0,
industry,12,OCR,0,0,0,5160,2190,1,8,0,
toward,12,OCR,0,0,0,5350,2191,1,6,0,
hybrid,12,OCR,0,0,0,4900,2240,1,6,0,
technology.”,12,OCR,0,0,0,5071,2240,1,12,0,
Accor-,12,OCR,0,1,0,5361,2241,1,6,0,
ding,12,OCR,0,0,0,4898,2291,1,4,0,
to,12,OCR,0,0,0,5018,2293,1,2,0,
the,12,OCR,0,0,0,5084,2291,1,3,0,
"industry,",12,OCR,0,0,0,5179,2291,1,9,0,
more,12,OCR,0,0,0,5389,2300,1,4,0,
than,12,OCR,0,0,0,4895,2341,1,4,0,
half,12,OCR,0,0,0,4999,2340,1,4,0,
of,12,OCR,0,0,0,5095,2341,1,2,0,
the,12,OCR,0,0,0,5148,2340,1,3,0,
sales,12,OCR,0,0,0,5223,2341,1,5,0,
of,12,OCR,0,0,0,5332,2341,1,2,0,
Toyo-,12,OCR,0,1,0,5385,2341,1,5,0,
ta,12,OCR,0,0,0,4886,2394,1,2,0,
Innova,12,OCR,0,1,0,4938,2391,1,6,0,
Hycross,12,OCR,0,1,0,5095,2391,1,7,0,
and,12,OCR,0,0,0,5275,2391,1,3,0,
Urban,12,OCR,0,1,0,5364,2390,1,5,0,
Cruiser,12,OCR,0,1,0,4861,2439,1,7,0,
Hyryder,12,OCR,0,1,0,5056,2439,1,7,0,
now,12,OCR,0,0,0,5267,2448,1,3,0,
come,12,OCR,0,0,0,5388,2448,1,4,0,
from,12,OCR,0,0,0,4831,2489,1,4,0,
strong,12,OCR,0,0,0,4941,2491,1,6,0,
hybrid,12,OCR,0,0,0,5082,2488,1,6,0,
variants.,12,OCR,0,0,0,5232,2489,1,9,0,
ICICI,12,OCR,0,0,1,3854,2819,1,5,1,H1
Bank,12,OCR,0,1,0,4310,2819,1,4,1,H1
PAT,12,OCR,0,0,1,4727,2820,1,3,1,H1
Rises,12,OCR,0,1,0,5071,2823,1,5,1,H1
7,12,OCR,0,0,0,166,3052,1,1,1,H1
Could,12,OCR,0,1,0,213,3036,1,5,0,
Soa,12,OCR,0,1,0,363,3048,1,3,0,
Become,12,OCR,0,1,0,622,3036,1,6,0,
0,12,OCR,0,0,0,1386,3064,1,1,0,
),12,OCR,0,0,0,1698,3055,1,1,0,
Yes,12,OCR,0,1,0,3231,3055,1,3,0,
Bank,12,OCR,0,1,0,3312,3053,1,4,0,
said,12,OCR,0,0,0,3422,3053,1,4,0,
its,12,OCR,0,0,0,3515,3053,1,3,0,
net,12,OCR,0,0,0,3570,3055,1,3,0,
